duration,offline
660,false
655,false
642,false
651,false
658,false
658,false
627,false
653,false
641,false
657,false
644,false
640,false
617,false
622,false
621,false
594,false
591,false
600,false
601,false
584,false
582,false
581,false
585,false
575,false
572,false
575,false
562,false
573,false
573,false
581,false
584,false
564,false
571,false
580,false
567,false
575,false
570,false
561,false
567,false
571,false
553,false
568,false
552,false
556,false
555,false
566,false
569,false
559,false
573,false
546,false
563,false
561,false
553,false
564,false
547,false
560,false
547,false
551,false
548,false
552,false
542,false
549,false
536,false
547,false
537,false
544,false
540,false
543,false
533,false
539,false
534,false
538,false
515,false
543,false
520,false
535,false
518,false
538,false
526,false
518,false
519,false
523,false
521,false
509,false
525,false
507,false
524,false
516,false
529,false
519,false
522,false
514,false
516,false
515,false
516,false
508,false
503,false
514,false
501,false
510,false
495,false
509,false
502,false
515,false
502,false
500,false
506,false
499,false
503,false
494,false
708,false
709,false
772,false
721,false
732,false
701,false
696,false
333,false
342,false
696,false
678,false
666,false
671,false
661,false
647,false
615,false
615,false
612,false
597,false
590,false
587,false
597,false
589,false
593,false
584,false
548,false
577,false
553,false
570,false
559,false
574,false
571,false
574,false
578,false
564,false
582,false
569,false
573,false
570,false
570,false
569,false
554,false
560,false
557,false
560,false
553,false
553,false
554,false
561,false
542,false
545,false
546,false
554,false
542,false
551,false
545,false
553,false
546,false
549,false
544,false
546,false
539,false
541,false
533,false
540,false
529,false
532,false
525,false
528,false
522,false
526,false
522,false
512,false
526,false
511,false
522,false
512,false
513,false
514,false
504,false
516,false
511,false
510,false
513,false
508,false
511,false
505,false
510,false
510,false
503,false
510,false
500,false
510,false
502,false
492,false
511,false
497,false
497,false
506,false
494,false
499,false
494,false
492,false
496,false
484,false
490,false
493,false
483,false
491,false
490,false
481,false
491,false
490,false
481,false
491,false
488,false
486,false
494,false
491,false
488,false
490,false
490,false
487,false
491,false
491,false
485,false
499,false
489,false
489,false
490,false
476,false
486,false
489,false
491,false
483,false
493,false
492,false
486,false
494,false
490,false
483,false
496,false
493,false
490,false
497,false
486,false
497,false
496,false
487,false
494,false
494,false
488,false
496,false
496,false
494,false
504,false
493,false
497,false
499,false
493,false
496,false
500,false
493,false
492,false
493,false
486,false
493,false
486,false
485,false
489,false
488,false
483,false
485,false
488,false
481,false
479,false
484,false
483,false
477,false
485,false
480,false
482,false
482,false
482,false
481,false
485,false
483,false
485,false
481,false
487,false
482,false
480,false
484,false
483,false
486,false
489,false
477,false
485,false
485,false
482,false
486,false
483,false
479,false
482,false
483,false
481,false
483,false
483,false
482,false
489,false
484,false
485,false
492,false
478,false
486,false
494,false
486,false
490,false
493,false
482,false
493,false
487,false
479,false
490,false
484,false
480,false
483,false
484,false
475,false
476,false
486,false
482,false
483,false
484,false
484,false
477,false
481,false
483,false
472,false
469,false
485,false
478,false
479,false
488,false
481,false
493,false
490,false
484,false
490,false
486,false
484,false
483,false
480,false
477,false
475,false
474,false
475,false
472,false
480,false
474,false
469,false
481,false
477,false
472,false
482,false
484,false
474,false
482,false
482,false
482,false
480,false
485,false
484,false
480,false
489,false
481,false
481,false
478,false
482,false
479,false
482,false
482,false
468,false
477,false
483,false
472,false
476,false
489,false
478,false
480,false
482,false
479,false
475,false
481,false
478,false
472,false
481,false
475,false
466,false
476,false
480,false
478,false
475,false
479,false
477,false
474,false
473,false
483,false
475,false
470,false
485,false
484,false
477,false
491,false
489,false
482,false
484,false
482,false
475,false
487,false
479,false
469,false
468,false
483,false
478,false
475,false
479,false
479,false
475,false
472,false
479,false
477,false
471,false
482,false
468,false
469,false
465,false
476,false
470,false
475,false
480,false
476,false
480,false
485,false
479,false
482,false
483,false
485,false
483,false
478,false
488,false
480,false
478,false
491,false
481,false
475,false
483,false
483,false
481,false
481,false
484,false
479,false
482,false
478,false
476,false
468,false
470,false
485,false
477,false
472,false
479,false
478,false
474,false
479,false
482,false
479,false
478,false
486,false
482,false
476,false
478,false
485,false
484,false
481,false
492,false
479,false
479,false
487,false
478,false
476,false
481,false
479,false
474,false
484,false
481,false
472,false
481,false
479,false
476,false
473,false
479,false
478,false
467,false
479,false
483,false
473,false
473,false
482,false
476,false
472,false
477,false
480,false
472,false
476,false
480,false
474,false
472,false
481,false
478,false
475,false
479,false
474,false
472,false
471,false
472,false
474,false
469,false
464,false
476,false
465,false
466,false
467,false
472,false
469,false
466,false
474,false
472,false
474,false
472,false
482,false
471,false
473,false
477,false
473,false
472,false
471,false
478,false
469,false
465,false
472,false
481,false
466,false
475,false
477,false
476,false
473,false
473,false
482,false
471,false
473,false
481,false
471,false
467,false
471,false
477,false
470,false
471,false
471,false
466,false
472,false
475,false
475,false
468,false
471,false
472,false
479,false
468,false
471,false
477,false
471,false
471,false
471,false
475,false
473,false
472,false
478,false
461,false
473,false
480,false
477,false
470,false
481,false
482,false
472,false
482,false
483,false
476,false
479,false
480,false
479,false
475,false
470,false
475,false
471,false
467,false
477,false
478,false
469,false
485,false
485,false
482,false
486,false
485,false
488,false
485,false
480,false
484,false
482,false
485,false
485,false
484,false
488,false
485,false
486,false
487,false
486,false
484,false
486,false
483,false
475,false
470,false
476,false
467,false
472,false
469,false
465,false
469,false
472,false
469,false
470,false
481,false
478,false
474,false
477,false
483,false
474,false
471,false
480,false
474,false
474,false
483,false
477,false
477,false
486,false
480,false
479,false
481,false
476,false
482,false
475,false
472,false
473,false
480,false
468,false
474,false
476,false
469,false
472,false
474,false
469,false
469,false
470,false
475,false
461,false
456,false
466,false
465,false
458,false
456,false
467,false
467,false
458,false
470,false
473,false
474,false
467,false
473,false
477,false
467,false
472,false
474,false
469,false
471,false
467,false
472,false
471,false
473,false
476,false
471,false
468,false
470,false
475,false
465,false
467,false
474,false
471,false
463,false
473,false
469,false
469,false
463,false
475,false
475,false
470,false
474,false
476,false
474,false
468,false
482,false
470,false
466,false
470,false
471,false
461,false
453,false
473,false
471,false
464,false
474,false
474,false
470,false
481,false
478,false
474,false
478,false
475,false
470,false
477,false
475,false
466,false
478,false
474,false
468,false
471,false
466,false
478,false
468,false
466,false
471,false
478,false
467,false
470,false
478,false
476,false
472,false
479,false
478,false
471,false
471,false
472,false
479,false
469,false
470,false
471,false
471,false
471,false
465,false
472,false
466,false
463,false
471,false
471,false
463,false
468,false
473,false
470,false
462,false
475,false
478,false
475,false
471,false
476,false
461,false
452,false
468,false
458,false
458,false
458,false
456,false
465,false
461,false
456,false
462,false
455,false
458,false
454,false
447,false
459,false
457,false
448,false
460,false
458,false
454,false
458,false
455,false
462,false
465,false
457,false
457,false
456,false
469,false
463,false
459,false
461,false
469,false
459,false
460,false
463,false
461,false
459,false
460,false
458,false
466,false
456,false
463,false
469,false
469,false
463,false
468,false
466,false
471,false
464,false
474,false
467,false
475,false
476,false
476,false
478,false
478,false
465,false
480,false
470,false
463,false
476,false
470,false
468,false
465,false
474,false
472,false
467,false
467,false
476,false
469,false
462,false
472,false
467,false
458,false
453,false
463,false
466,false
459,false
461,false
467,false
