duration,offline
615,false
614,false
625,false
608,false
621,false
607,false
615,false
603,false
585,false
592,false
575,false
563,false
570,false
552,false
559,false
540,false
538,false
539,false
537,false
535,false
523,false
526,false
518,false
516,false
514,false
511,false
511,false
503,false
516,false
500,false
507,false
507,false
516,false
512,false
504,false
513,false
499,false
513,false
493,false
502,false
496,false
483,false
496,false
478,false
494,false
493,false
481,false
490,false
484,false
484,false
490,false
480,false
481,false
487,false
479,false
478,false
480,false
470,false
477,false
481,false
478,false
480,false
483,false
474,false
484,false
476,false
476,false
481,false
474,false
470,false
477,false
473,false
467,false
474,false
469,false
466,false
470,false
468,false
455,false
466,false
465,false
458,false
455,false
464,false
463,false
461,false
459,false
468,false
459,false
468,false
467,false
460,false
458,false
465,false
454,false
459,false
460,false
460,false
450,false
461,false
462,false
454,false
455,false
455,false
461,false
455,false
450,false
461,false
459,false
448,false
454,false
462,false
456,false
452,false
463,false
457,false
452,false
458,false
459,false
450,false
453,false
452,false
453,false
449,false
448,false
455,false
459,false
451,false
447,false
455,false
450,false
445,false
447,false
455,false
445,false
443,false
443,false
449,false
440,false
440,false
446,false
444,false
445,false
445,false
453,false
452,false
447,false
451,false
450,false
456,false
447,false
454,false
456,false
451,false
452,false
447,false
451,false
445,false
447,false
444,false
451,false
437,false
440,false
439,false
446,false
440,false
437,false
444,false
445,false
446,false
449,false
451,false
456,false
447,false
450,false
456,false
456,false
451,false
453,false
459,false
454,false
452,false
450,false
455,false
451,false
451,false
463,false
454,false
450,false
450,false
456,false
449,false
445,false
455,false
451,false
444,false
443,false
452,false
447,false
444,false
446,false
453,false
456,false
447,false
448,false
449,false
454,false
455,false
446,false
448,false
450,false
453,false
444,false
444,false
452,false
450,false
445,false
442,false
448,false
450,false
443,false
444,false
450,false
449,false
446,false
443,false
447,false
449,false
442,false
443,false
451,false
449,false
442,false
446,false
451,false
455,false
450,false
445,false
457,false
452,false
451,false
450,false
458,false
453,false
446,false
456,false
451,false
449,false
454,false
452,false
447,false
453,false
451,false
448,false
448,false
448,false
449,false
446,false
450,false
450,false
438,false
448,false
456,false
452,false
445,false
452,false
453,false
446,false
447,false
455,false
450,false
447,false
450,false
455,false
451,false
443,false
453,false
457,false
446,false
451,false
455,false
455,false
449,false
450,false
457,false
453,false
452,false
454,false
453,false
451,false
448,false
449,false
454,false
446,false
444,false
447,false
453,false
443,false
444,false
445,false
451,false
447,false
440,false
446,false
448,false
448,false
441,false
438,false
446,false
453,false
449,false
444,false
447,false
