"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:15.4","4:15.4","1.00","4:15","133","148","5","15","159","1.48","40","21.0","3:54","175","4:14","4:14"
"2","4:30.0","8:45.5","1.00","4:30","144","152","24","4","158","1.41","48","16.0","4:10","161","4:30","4:30"
"3","3:54.5","12:40","1.00","3:54","150","158","0","32","161","1.59","44","14.0","3:29","170","3:53","3:53"
"4","4:03.6","16:44","1.00","4:04","159","167","0","4","156","1.58","50","12.0","3:44","167","4:03.6","4:04"
"5","4:09.0","20:53","1.00","4:09","160","169","0","2","156","1.55","51","11.0","3:46","161","4:09","4:09"
"6","4:05.2","24:58","1.00","4:05","176","184","1","3","154","1.59","55","11.0","3:16","163","4:04","4:04"
"7","4:16.4","29:14","1.00","4:16","177","182","4","3","156","1.50","58","12.0","4:03","163","4:16.4","4:16"
"8","4:37.1","33:51","1.00","4:37","168","178","24","0","155","1.40","59","12.0","4:03","168","4:33","4:33"
"9","4:10.4","38:02","1.00","4:10","173","182","11","4","157","1.52","55","10.0","3:57","163","4:10","4:10"
"10","3:37.3","41:39","0.87","4:10","172","180","15","0","157","1.53","47","10.0","3:55","163","3:36","4:08"
"Summary","41:39","41:39","9.87","4:13","161","184","85","67","157","1.51","507","13.0","3:16","175","41:29","4:12"
