"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:14.8","4:14.8","1.00","4:15","128","137","4","5","159","1.48","35","19.0","3:56","173","4:14.8","4:15"
"2","3:51.9","8:06.7","1.00","3:52","141","145","2","0","162","1.59","36","14.0","4:04","170","3:51.9","3:52"
"3","3:49.6","11:56","1.00","3:50","141","144","0","4","159","1.64","34","11.0","4:03","163","3:49","3:49"
"4","3:43.6","15:40","1.00","3:44","141","144","1","6","159","1.69","35","10.0","3:40","170","3:43.6","3:44"
"5","4:00.3","19:40","1.00","4:00","143","147","5","0","157","1.59","38","9.0","3:36","163","4:00","4:00"
"6","3:44.2","23:24","1.00","3:44","143","147","6","4","157","1.70","34","8.0","3:50","163","3:44","3:44"
"7","3:43.3","27:08","1.00","3:43","140","149","7","8","159","1.69","31","8.0","3:40","174","3:43.3","3:43"
"8","3:44.2","30:52","1.00","3:44","144","148","1","6","158","1.69","33","7.0","3:25","174","3:44","3:44"
"9","3:57.2","34:49","1.00","3:57","143","148","5","1","156","1.62","33","7.0","3:27","163","3:57.2","3:57"
"10","3:46.5","38:36","1.00","3:47","145","149","0","0","157","1.69","32","6.0","3:45","165","3:46.5","3:47"
"11","3:40.7","42:16","1.00","3:41","145","149","1","2","158","1.72","30","6.0","3:16","163","3:40.7","3:41"
"12","3:50.3","46:07","1.00","3:50","148","152","5","4","160","1.63","34","5.0","3:09","169","3:50","3:50"
"13","0:55.8","47:03","0.25","3:46","145","147","1","0","161","1.65","7","5.0","3:18","167","0:55","3:43"
"Summary","47:03","47:03","12.25","3:50","142","152","38","40","158","1.64","412","9.2","3:09","174","47:00","3:50"
