"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:00.2","4:00.2","0.99","4:02","138","145","0","16","161","1.54","43","26.0","3:50","167","4:00","4:02"
"2","3:42.7","7:42.9","1.00","3:43","149","154","1","4","162","1.66","47","24.0","3:27","167","3:42.7","3:43"
"3","0:04.4","7:47.4","0.02","4:04","150","151","0","0","161","1.52","0","23.0","3:28","161","0:03","2:46"
"4","3:34.3","11:22","1.00","3:34","160","166","10","0","163","1.72","52","23.0","3:19","167","3:34.3","3:34"
"5","0:01.8","11:23","0.01","5:16","162","162","0","0","163","1.16","0","22.0","3:38","163","0:01","2:51"
"6","3:27.5","14:51","1.00","3:28","159","167","5","17","163","1.78","50","22.0","3:15","167","3:27.5","3:28"
"7","3:32.5","18:23","1.00","3:32","150","154","0","34","162","1.74","43","21.0","3:22","167","3:32","3:32"
"8","0:01.1","18:25","0.00","11:13","151","151","--","--","161","0.55","--","21.0","3:48","161","0:01","10:17"
"9","3:41.7","22:06","0.98","3:46","166","171","31","3","165","1.61","54","21.0","3:26","170","3:41.7","3:46"
"10","3:34.8","25:41","0.99","3:36","171","174","22","4","164","1.69","55","21.0","3:31","169","3:34.8","3:36"
"11","3:28.9","29:10","0.97","3:35","163","167","0","9","164","1.70","50","21.0","3:26","169","3:28.9","3:34"
"12","3:27.2","32:37","0.98","3:32","163","167","3","2","165","1.71","49","22.0","3:18","170","3:27","3:32"
"13","3:30.6","36:08","1.00","3:31","166","171","15","0","166","1.72","52","23.0","3:20","170","3:30.6","3:31"
"14","0:01.7","36:09","0.01","2:45","171","171","1","0","167","2.17","0","24.0","3:30","167","0:01","1:37"
"Summary","36:09","36:09","9.95","3:38","158","174","88","88","163","1.68","495","22.5","3:15","170","36:06","3:38"
