"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:22.8","4:22.8","0.96","4:33","117","129","0","16","164","1.35","36","24.0","4:14","172","4:22.8","4:33"
"2","4:10.0","8:32.8","0.98","4:14","131","137","1","4","162","1.46","45","18.0","3:44","169","4:10.0","4:14"
"3","4:10.1","12:43","1.00","4:11","137","142","9","0","161","1.48","44","17.0","3:55","167","4:10","4:11"
"4","4:01.3","16:44","1.00","4:01","136","143","6","18","162","1.53","40","15.0","3:42","165","4:01.3","4:01"
"5","1:55.6","18:40","0.41","4:45","123","136","5","6","158","1.34","14","15.0","3:56","169","1:53","4:38"
"6","4:15.5","22:55","1.00","4:15","143","147","21","1","163","1.45","46","15.0","4:00","169","4:15.5","4:15"
"7","0:01.0","22:56","0.00","6:24","137","137","--","--","165","0.95","--","15.0","4:04","165","0:01","6:10"
"8","4:02.6","26:59","1.00","4:03","139","142","0","11","162","1.53","38","15.0","3:39","165","4:02.6","4:03"
"9","4:09.1","31:08","0.94","4:24","140","143","2","4","161","1.41","38","14.0","3:45","165","4:08","4:23"
"10","3:03.2","34:11","0.74","4:08","142","146","3","0","162","1.49","28","14.0","3:47","167","3:03","4:08"
"11","1:32.0","35:43","0.36","4:14","139","141","0","3","161","1.46","13","14.0","3:56","165","1:32.0","4:14"
"12","3:59.4","39:43","0.99","4:01","141","145","1","3","162","1.54","35","14.0","3:37","167","3:59","4:00"
"13","4:05.6","43:48","0.90","4:34","141","143","4","3","161","1.36","34","14.0","3:53","167","4:05.6","4:34"
"14","4:07.1","47:55","1.00","4:07","144","151","15","0","162","1.50","39","14.0","3:48","173","4:07.1","4:07"
"15","0:20.9","48:16","0.08","4:17","148","149","1","0","164","1.42","4","14.0","4:10","167","0:20","4:06"
"Summary","48:16","48:16","11.37","4:15","137","151","69","69","162","1.46","454","15.8","3:37","173","48:11","4:14"
