"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:14.8","4:14.8","1.00","4:15","121","135","0","16","161","1.47","32","21.0","3:46","173","4:13","4:13"
"2","4:27.3","8:42.2","1.00","4:27","142","149","21","3","161","1.40","44","17.0","3:48","167","4:27.3","4:27"
"3","3:45.0","12:27","1.00","3:45","132","143","1","34","161","1.66","30","15.0","3:29","170","3:42","3:42"
"4","4:08.9","16:36","1.00","4:09","137","145","3","6","161","1.50","34","14.0","3:43","170","4:08","4:08"
"5","4:02.2","20:38","1.00","4:02","141","147","4","3","158","1.57","35","13.0","3:44","167","4:02","4:02"
"6","4:00.7","24:39","1.00","4:01","145","147","0","1","159","1.57","38","13.0","3:53","163","4:00.7","4:01"
"7","4:01.7","28:41","1.00","4:02","146","148","1","0","159","1.56","38","12.0","3:50","161","4:01","4:01"
"8","3:57.2","32:38","1.00","3:57","135","145","0","0","158","1.60","27","13.0","3:48","173","3:57","3:57"
"9","3:41.3","36:19","1.00","3:41","145","148","5","3","161","1.68","32","12.0","3:22","163","3:41.3","3:41"
"10","3:49.3","40:08","1.00","3:49","149","152","4","4","162","1.62","38","12.0","3:28","169","3:49","3:49"
"11","3:45.2","43:54","1.00","3:45","149","152","0","0","160","1.66","35","12.0","3:03","165","3:45","3:45"
"12","3:38.0","47:32","1.00","3:38","152","158","1","2","161","1.71","36","12.0","3:25","165","3:38","3:38"
"13","4:05.3","51:37","1.00","4:05","155","160","22","1","161","1.52","43","12.0","3:23","167","4:05","4:05"
"14","3:54.1","55:31","1.00","3:54","155","161","14","0","162","1.59","40","11.0","3:32","174","3:54","3:54"
"15","3:43.2","59:14","1.00","3:43","153","157","12","5","161","1.67","36","11.0","3:16","168","3:43.2","3:43"
"16","1:11.4","1:00:26","0.28","4:15","156","158","4","0","163","1.44","12","11.0","3:36","167","1:10","4:10"
"Summary","1:00:26","1:00:26","15.28","3:57","144","161","92","79","160","1.58","550","13.4","3:03","174","1:00:17","3:57"
