"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:43.1","4:43.1","1.00","4:43","98","131","2","0","160","1.32","26","22.0","4:22","175","4:43.1","4:43"
"2","4:08.9","8:52.0","1.00","4:09","133","139","3","1","163","1.48","47","19.0","3:59","169","4:08.9","4:09"
"3","4:07.2","12:59","1.00","4:07","131","137","3","2","162","1.50","43","18.0","3:29","167","4:07","4:07"
"4","4:05.1","17:04","1.00","4:05","133","141","3","4","163","1.50","43","18.0","3:50","169","4:05","4:05"
"5","4:03.3","21:08","1.00","4:03","122","138","0","3","163","1.51","32","17.0","3:50","169","4:02","4:02"
"6","4:15.3","25:23","1.00","4:15","137","142","7","0","162","1.45","45","18.0","3:51","167","4:15.3","4:15"
"7","4:01.3","29:24","1.00","4:01","137","144","2","3","163","1.52","42","18.0","2:54","181","4:01","4:01"
"8","4:10.2","33:34","1.00","4:10","129","146","1","1","164","1.46","35","17.0","3:28","170","4:10.2","4:10"
"9","4:11.8","37:46","1.00","4:12","91","105","6","2","163","1.46","10","17.0","3:57","169","4:11","4:11"
"10","4:06.3","41:52","1.00","4:06","122","145","4","6","163","1.50","32","17.0","3:29","169","4:06","4:06"
"11","0:15.0","42:07","0.01","36:28","132","133","0","0","21","1.33","2","17.0","4:04","165","0:02","4:52"
"12","4:25.3","46:33","1.00","4:25","122","136","6","3","162","1.40","31","19.0","4:11","172","4:25.3","4:25"
"13","4:03.2","50:36","1.00","4:03","92","99","7","6","165","1.50","11","18.0","4:23","175","4:03.2","4:03"
"14","3:48.2","54:24","1.00","3:48","116","145","1","2","165","1.59","27","18.0","3:51","170","3:47","3:47"
"15","3:55.9","58:20","1.00","3:56","141","157","4","3","164","1.55","44","17.0","3:32","172","3:55.9","3:56"
"16","4:02.4","1:02:22","1.00","4:02","136","141","0","7","163","1.52","39","17.0","3:47","167","4:02","4:02"
"17","4:04.4","1:06:27","1.00","4:04","138","142","3","1","163","1.50","41","17.0","4:02","169","4:04.4","4:04"
"18","4:01.4","1:10:28","1.00","4:01","137","143","1","2","163","1.52","38","17.0","3:48","167","4:01","4:01"
"19","4:05.1","1:14:33","1.00","4:05","137","141","2","1","163","1.50","38","17.0","4:00","169","4:05","4:05"
"20","3:57.4","1:18:31","1.00","3:57","133","143","1","2","164","1.54","33","17.0","3:40","167","3:57.4","3:57"
"21","3:57.2","1:22:28","1.00","3:57","130","138","2","3","166","1.52","29","17.0","3:21","172","3:57","3:57"
"22","0:16.9","1:22:45","0.02","13:03","128","143","0","0","86","0.89","1","18.0","4:59","168","0:11","8:29"
"Summary","1:22:45","1:22:45","20.03","4:08","125","157","59","54","162","1.49","689","17.8","2:54","181","1:22:21","4:07"
