"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:42.3","4:42.3","1.00","4:42","126","151","20","16","160","1.33","40","21.0","4:21","169","4:42.3","4:42"
"2","4:26.3","9:08.6","1.00","4:26","145","152","23","0","161","1.40","46","17.0","4:04","167","4:26","4:26"
"3","4:34.5","13:43","1.00","4:34","146","153","25","0","158","1.38","46","15.0","4:02","165","4:34","4:34"
"4","4:44.7","18:28","1.00","4:45","143","150","23","0","158","1.33","45","15.0","4:24","165","4:44.7","4:45"
"5","4:32.5","23:00","1.00","4:32","139","142","9","0","157","1.40","33","14.0","4:21","161","4:32.5","4:33"
"6","4:32.0","27:32","1.00","4:32","140","142","11","1","158","1.39","33","14.0","4:20","165","4:32.0","4:32"
"7","4:32.4","32:05","1.00","4:32","142","145","14","0","159","1.39","37","13.0","4:18","163","4:32","4:32"
"8","4:06.1","36:11","1.00","4:06","131","144","2","37","161","1.52","24","14.0","3:34","179","4:05","4:05"
"9","4:04.6","40:15","1.00","4:05","133","138","0","37","161","1.52","25","13.0","3:36","169","4:04.6","4:05"
"10","4:06.1","44:21","1.00","4:06","139","145","0","3","159","1.53","28","13.0","3:55","161","4:06","4:06"
"11","4:03.4","48:25","1.00","4:03","125","143","0","44","160","1.54","19","13.0","3:41","167","4:03","4:03"
"12","4:06.4","52:31","1.00","4:06","120","135","0","45","150","1.62","15","14.0","3:31","172","4:00","4:00"
"13","4:28.6","57:00","1.00","4:29","141","155","17","4","161","1.39","35","15.0","4:14","169","4:28.6","4:29"
"14","3:59.5","1:00:59","1.00","4:00","138","144","2","20","162","1.54","26","14.0","3:51","172","3:59.5","4:00"
"15","4:05.2","1:05:05","1.00","4:05","138","150","0","9","161","1.52","27","13.0","3:53","167","4:05","4:05"
"16","4:01.3","1:09:06","1.00","4:01","129","144","0","12","161","1.55","21","10.0","3:58","165","4:01","4:01"
"17","4:18.5","1:13:25","1.00","4:19","150","154","25","0","161","1.44","40","10.0","4:06","167","4:18.5","4:19"
"18","4:33.2","1:17:58","1.00","4:33","153","160","34","0","158","1.39","46","10.0","3:58","161","4:33","4:33"
"19","4:16.1","1:22:14","1.00","4:16","148","154","16","6","158","1.48","36","10.0","4:02","167","4:16","4:16"
"20","3:54.1","1:26:08","1.00","3:54","143","157","0","9","159","1.61","25","10.0","3:42","163","3:54","3:54"
"21","4:04.3","1:30:12","1.00","4:04","145","149","6","2","159","1.55","29","11.0","3:50","163","4:04","4:04"
"22","4:08.2","1:34:20","1.00","4:08","146","151","18","2","158","1.53","32","11.0","3:49","163","4:08.2","4:08"
"23","0:03.9","1:34:24","0.02","3:10","129","129","0","0","161","1.97","0","12.0","3:53","161","0:03","2:25"
"Summary","1:34:24","1:34:24","22.02","4:17","139","160","245","247","159","1.47","708","13.3","3:31","179","1:34:13","4:17"
