"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:49.5","4:49.5","1.00","4:50","138","154","32","0","157","1.32","45","21.0","3:46","169","4:47","4:47"
"2","4:05.5","8:55.0","1.00","4:06","143","153","5","13","159","1.54","41","17.0","3:36","172","4:05","4:05"
"3","4:33.0","13:28","1.00","4:33","146","152","20","5","157","1.40","46","16.0","4:05","165","4:33.0","4:33"
"4","4:00.7","17:29","1.00","4:01","138","153","0","30","156","1.60","33","15.0","3:53","165","3:59","3:59"
"5","4:15.3","21:44","1.00","4:15","143","149","1","10","157","1.50","37","15.0","3:53","161","4:15.3","4:15"
"6","4:30.3","26:14","1.00","4:30","146","152","5","6","155","1.43","42","16.0","3:53","160","4:30","4:30"
"7","4:20.0","30:34","1.00","4:20","148","151","1","0","154","1.49","41","16.0","4:00","157","4:20","4:20"
"8","4:18.6","34:53","1.00","4:19","141","151","3","1","155","1.50","33","16.0","4:10","163","4:18","4:18"
"9","4:14.0","39:07","1.00","4:14","149","156","1","3","156","1.52","40","16.0","4:09","159","4:14","4:14"
"10","4:15.7","43:23","1.00","4:16","151","156","1","3","155","1.52","41","15.0","3:42","157","4:15.7","4:16"
"11","4:14.3","47:37","1.00","4:14","155","157","0","0","155","1.52","44","16.0","4:05","157","4:14","4:14"
"12","4:14.6","51:51","1.00","4:15","155","158","10","1","155","1.52","44","17.0","3:53","159","4:14.6","4:15"
"13","4:27.9","56:19","1.00","4:28","145","157","15","0","150","1.49","32","18.0","3:57","165","4:22","4:22"
"14","4:03.1","1:00:22","1.00","4:03","153","159","10","17","157","1.57","38","17.0","3:01","165","4:03","4:03"
"15","1:17.3","1:01:40","0.36","3:33","150","154","0","11","160","1.77","10","17.0","3:14","163","1:17","3:32"
"Summary","1:01:40","1:01:40","14.36","4:18","147","159","105","98","156","1.50","567","16.6","3:01","172","1:01:28","4:17"
