"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:03.7","4:03.7","1.00","4:04","126","136","0","16","160","1.54","40","27.0","3:41","169","4:02","4:02"
"2","0:10.4","4:14.2","0.04","4:45","135","136","0","0","163","1.29","1","25.0","4:12","165","0:09","4:06"
"3","3:46.4","8:00.6","1.00","3:47","143","151","2","5","164","1.61","44","24.0","3:19","167","3:46.4","3:47"
"4","3:22.6","11:23","0.99","3:26","162","168","8","0","167","1.75","50","22.0","3:12","175","3:22","3:25"
"5","3:28.0","14:51","1.00","3:28","168","172","11","7","166","1.74","53","21.0","3:21","172","3:28.0","3:28"
"6","3:23.8","18:15","1.00","3:24","165","167","0","9","166","1.78","51","21.0","3:17","170","3:23.8","3:24"
"7","0:01.6","18:17","0.01","3:09","166","166","0","0","167","1.90","0","21.0","3:36","167","0:01","1:57"
"8","3:27.3","21:44","0.99","3:28","167","171","8","1","166","1.74","52","21.0","3:17","173","3:27","3:28"
"9","1:47.4","23:31","0.50","3:36","169","171","6","3","163","1.71","27","22.0","3:29","167","1:47","3:35"
"10","1:46.5","25:18","0.50","3:35","164","168","4","4","164","1.70","26","22.0","3:27","169","1:46.5","3:35"
"11","3:23.0","28:41","0.99","3:25","165","168","0","9","165","1.77","49","22.0","3:18","169","3:23","3:25"
"12","3:28.1","32:09","0.98","3:32","165","167","2","4","164","1.73","50","21.0","3:16","167","3:28","3:32"
"13","3:33.3","35:42","1.00","3:33","168","172","15","0","165","1.71","53","21.0","3:08","170","3:33.3","3:33"
"14","0:09.5","35:52","0.05","3:26","171","171","1","0","166","1.76","2","22.0","3:31","169","0:09","3:14"
"15","0:29.3","36:21","0.11","4:34","169","172","1","0","163","1.34","7","22.0","3:28","169","0:29","4:31"
"Summary","36:21","36:21","10.14","3:35","159","172","58","58","164","1.70","505","22.3","3:08","175","36:15","3:35"
