"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:38.9","3:38.9","1.23","2:58","166","176","5","3","166","2.03","44","13.0","2:52","177","3:38.9","2:58"
"2","2:30.8","6:09.8","0.27","9:24","145","175","2","1","83","1.28","24","12.0","2:54","170","1:55","7:10"
"3","3:37.0","9:46.8","1.24","2:55","169","180","10","7","167","2.06","44","11.0","2:45","176","3:35","2:53"
"4","2:30.3","12:17","0.29","8:32","147","178","0","2","108","1.08","23","11.0","2:55","170","2:19","7:54"
"5","3:37.4","15:54","1.24","2:55","170","180","9","6","167","2.06","44","11.0","2:49","173","3:37","2:55"
"6","2:31.3","18:26","0.18","14:08","144","179","1","3","58","1.23","20","10.0","2:53","172","1:49","10:11"
"7","3:36.8","22:03","1.24","2:55","169","179","6","4","166","2.07","42","10.0","2:47","175","3:36","2:54"
"8","2:30.5","24:33","0.25","9:50","146","178","2","4","92","1.10","20","10.0","2:49","172","2:20","9:09"
"9","3:37.7","28:11","1.24","2:56","168","179","2","2","166","2.05","42","10.0","2:42","175","3:35","2:54"
"10","2:30.9","30:42","0.21","11:50","148","178","1","0","74","1.14","19","10.0","2:49","173","1:42","8:00"
"11","3:37.0","34:19","1.24","2:56","169","179","7","6","165","2.07","41","10.0","2:47","172","3:34","2:53"
"12","2:31.3","36:50","0.21","12:15","146","178","0","1","62","1.31","18","10.0","2:51","170","1:37","7:51"
"13","3:37.5","40:27","1.25","2:53","169","180","5","4","167","2.07","41","10.0","2:43","174","3:35","2:51"
"14","2:30.9","42:58","0.11","22:33","145","179","2","2","41","1.08","16","10.0","2:44","174","1:39","14:48"
"15","3:35.3","46:34","1.24","2:54","161","181","7","3","167","2.07","32","10.0","2:46","176","3:35","2:53"
"16","6:09.0","52:43","0.41","15:08","127","179","4","7","34","1.96","22","12.0","1:44","172","4:21","10:42"
"17","16:26","1:09:08","2.69","6:06","127","148","8","4","106","1.55","57","14.0","3:43","163","14:18","5:18"
"18","0:00.8","1:09:09","0","0","102","102","0","0","0","--","0","19.0","0","0","0","--"
"Summary","1:09:09","1:09:09","14.55","4:45","149","181","72","60","117","1.70","549","11.5","1:44","177","1:00:46","4:11"
