"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:26.7","4:26.7","1.00","4:27","130","141","2","1","159","1.41","49","27.0","3:59","172","4:26","4:26"
"2","4:30.4","8:57.0","1.00","4:30","141","144","2","1","161","1.38","54","24.0","4:00","165","4:30","4:30"
"3","4:19.6","13:17","1.00","4:20","143","146","1","1","162","1.43","51","24.0","4:01","165","4:19.6","4:20"
"4","4:10.7","17:27","1.00","4:11","144","148","1","0","162","1.48","50","24.0","3:36","167","4:09","4:09"
"5","4:15.5","21:43","1.00","4:16","145","147","1","0","162","1.45","49","24.0","3:58","165","4:15.5","4:16"
"6","4:25.0","26:08","1.00","4:25","146","149","2","0","162","1.40","53","24.0","3:56","169","4:25","4:25"
"7","3:51.3","29:59","1.00","3:51","146","150","0","0","163","1.59","48","25.0","3:44","167","3:51","3:51"
"8","4:24.0","34:23","1.00","4:24","141","154","0","0","162","1.40","48","25.0","4:05","169","4:24","4:24"
"9","4:17.4","38:41","1.00","4:17","141","146","1","0","163","1.43","43","25.0","4:00","167","4:17.4","4:17"
"10","4:08.7","42:49","1.00","4:09","145","148","0","0","163","1.48","43","25.0","3:48","168","4:07","4:07"
"11","4:06.3","46:55","1.00","4:06","147","150","0","1","164","1.49","48","25.0","4:04","170","4:06","4:06"
"12","4:07.6","51:03","1.00","4:08","148","153","0","2","163","1.48","50","25.0","3:55","169","4:07.6","4:08"
"13","0:10.6","51:14","0.05","3:51","153","153","0","0","163","1.60","2","24.0","4:02","165","0:10.6","3:51"
"14","0:16.9","51:31","0.08","3:32","152","155","0","0","174","1.63","3","24.0","3:23","185","0:16","3:21"
"15","0:36.3","52:07","0.15","3:59","159","161","0","1","166","1.51","8","24.0","3:13","187","0:36.3","3:59"
"16","0:22.6","52:30","0.12","3:01","159","161","1","0","176","1.88","5","24.0","2:33","183","0:22","2:57"
"17","0:37.1","53:07","0.15","4:09","163","165","0","1","163","1.48","9","24.0","2:30","183","0:37.1","4:09"
"18","0:18.5","53:25","0.10","2:56","159","161","0","0","174","1.96","4","24.0","2:21","188","0:18","2:52"
"19","0:40.0","54:05","0.15","4:22","165","167","0","0","161","1.42","10","24.0","2:36","188","0:40.0","4:22"
"20","0:18.3","54:23","0.09","3:16","160","162","1","0","179","1.71","4","24.0","2:44","189","0:18","3:13"
"21","0:37.9","55:01","0.15","4:13","167","170","0","1","162","1.46","10","24.0","2:46","188","0:37.9","4:13"
"22","0:19.0","55:20","0.10","3:01","163","165","2","0","175","1.89","4","24.0","2:40","183","0:19.0","3:01"
"23","0:41.3","56:02","0.16","4:27","166","170","0","0","160","1.40","11","24.0","2:36","185","0:41.3","4:27"
"24","0:18.5","56:20","0.11","2:52","160","162","0","0","180","1.94","4","24.0","2:26","193","0:18","2:47"
"25","0:39.9","57:00","0.15","4:29","167","170","0","1","161","1.38","10","24.0","2:28","193","0:39.9","4:29"
"26","0:16.8","57:17","0.10","2:57","161","163","0","0","180","1.89","4","24.0","2:27","191","0:16.8","2:57"
"27","0:40.3","57:57","0.15","4:29","168","170","0","1","161","1.39","10","24.0","2:36","188","0:40","4:27"
"28","0:21.4","58:19","0.12","2:53","164","167","0","0","178","1.96","5","24.0","2:21","185","0:21","2:49"
"29","0:40.5","58:59","0.14","4:44","170","172","0","0","159","1.33","10","24.0","2:17","181","0:40.5","4:44"
"30","0:14.9","59:14","0.10","2:35","163","164","0","0","173","2.24","3","24.0","2:11","185","0:14.9","2:35"
"31","0:43.0","59:57","0.15","4:44","167","169","1","0","161","1.31","11","24.0","2:14","189","0:43.0","4:44"
"32","0:19.8","1:00:17","0.14","2:24","162","165","0","0","180","2.31","5","24.0","2:05","196","0:19.8","2:24"
"33","5:15.2","1:05:32","1.00","5:15","149","175","0","0","128","1.49","56","25.0","2:03","196","4:24","4:24"
"34","0:29.8","1:06:02","0.15","3:23","156","158","0","0","165","1.80","6","25.0","3:28","167","0:29.8","3:23"
"Summary","1:06:02","1:06:02","15.61","4:14","146","175","16","12","160","1.47","780","24.7","2:03","196","1:05:02","4:10"
