"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:36.0","4:36.0","1.00","4:36","129","141","1","4","165","1.31","50","24.0","4:08","247","4:36","4:36"
"2","3:51.7","8:27.7","1.00","3:52","145","150","2","0","165","1.57","50","22.0","3:38","177","3:51.7","3:52"
"3","3:43.3","12:11","1.00","3:43","143","153","4","2","159","1.69","47","21.0","3:26","173","3:43","3:43"
"4","3:34.6","15:46","1.00","3:35","153","157","3","2","166","1.69","51","21.0","3:32","169","3:34.6","3:35"
"5","3:40.7","19:26","1.00","3:41","152","157","1","2","165","1.65","52","21.0","3:25","170","3:39","3:39"
"6","3:47.6","23:14","1.00","3:48","153","159","6","0","164","1.61","52","22.0","3:29","170","3:47.6","3:48"
"7","3:55.0","27:09","1.00","3:55","151","158","1","7","164","1.56","53","22.0","3:30","167","3:54","3:54"
"8","3:43.2","30:52","1.00","3:43","153","155","3","0","164","1.64","50","22.0","3:29","172","3:43.2","3:43"
"9","3:43.6","34:36","1.00","3:44","153","156","2","3","163","1.65","49","22.0","3:22","169","3:43","3:43"
"10","3:46.1","38:22","1.00","3:46","153","155","1","1","162","1.63","50","22.0","3:47","171","3:46","3:46"
"11","3:45.2","42:07","1.00","3:45","151","154","0","0","162","1.64","46","22.0","3:13","167","3:45.2","3:45"
"12","4:06.4","46:13","1.00","4:06","151","155","4","5","163","1.50","50","22.0","3:44","167","4:06","4:06"
"13","0:12.3","46:26","0.05","3:58","153","155","0","1","163","1.54","2","22.0","4:08","165","0:11","3:33"
"Summary","46:26","46:26","12.05","3:51","148","159","28","28","164","1.59","602","22.0","3:13","247","46:20","3:51"
