"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","1:27.1","1:27.1","0.50","2:56","154","170","1","0","165","2.07","15","15.0","2:42","181","1:24","2:49"
"2","1:30.3","2:57.4","0.18","8:12","148","170","0","0","102","1.19","16","13.0","2:45","174","1:28","8:00"
"3","1:22.7","4:20.1","0.51","2:41","161","176","5","6","166","2.24","16","13.0","2:32","183","1:22.7","2:41"
"4","1:30.7","5:50.8","0.19","7:59","151","174","0","0","135","0.93","16","12.0","2:36","174","1:30","7:55"
"5","1:25.4","7:16.2","0.51","2:49","161","173","3","1","163","2.18","16","12.0","2:36","175","1:25.4","2:49"
"6","1:28.8","8:45.0","0.21","7:02","152","174","2","3","120","1.18","16","12.0","2:45","173","1:26","6:49"
"7","1:24.7","10:10","0.51","2:47","163","176","0","0","164","2.19","16","11.0","2:34","179","1:24","2:46"
"8","1:31.2","11:41","0.17","8:51","152","175","0","0","114","0.99","16","11.0","2:44","238","1:19","7:40"
"9","1:25.3","13:06","0.51","2:48","161","174","2","3","164","2.17","16","11.0","2:36","177","1:24","2:46"
"10","5:00.6","18:07","0.40","12:23","127","173","6","8","59","1.37","28","14.0","2:44","174","3:43","9:11"
"11","1:26.5","19:33","0.51","2:49","155","171","4","3","162","2.19","14","13.0","2:32","176","1:24","2:44"
"12","1:30.1","21:03","0.20","7:32","149","168","1","1","123","1.08","15","12.0","2:40","172","1:25","7:07"
"13","1:25.5","22:29","0.51","2:46","160","174","3","2","165","2.19","15","11.0","2:33","180","1:25","2:45"
"14","1:30.4","23:59","0.18","8:32","147","172","0","0","110","1.07","13","11.0","2:51","170","1:27","8:13"
"15","1:25.3","25:25","0.50","2:49","160","176","2","0","164","2.16","14","11.0","2:32","176","1:24","2:47"
"16","1:28.7","26:53","0.17","8:36","152","175","0","2","108","1.08","14","10.0","2:44","174","1:15","7:16"
"17","1:23.9","28:17","0.50","2:47","162","178","3","3","165","2.18","15","11.0","2:39","182","1:22","2:43"
"18","1:32.4","29:50","0.21","7:20","154","175","0","0","120","1.14","15","10.0","2:40","175","1:26","6:49"
"19","1:25.6","31:15","0.51","2:47","163","176","2","3","165","2.18","16","10.0","2:39","177","1:25.6","2:47"
"20","6:00.5","37:16","0.51","11:53","128","176","0","1","65","1.29","26","10.0","2:41","172","3:46","7:27"
"21","1:24.8","38:41","0.51","2:46","155","170","2","2","165","2.20","13","10.0","2:35","183","1:24.8","2:46"
"22","1:33.9","40:15","0.17","9:02","147","169","1","0","127","0.87","13","10.0","2:39","174","1:30","8:39"
"23","1:26.1","41:41","0.50","2:51","158","175","0","0","165","2.13","14","10.0","2:38","175","1:26","2:51"
"24","1:32.9","43:14","0.17","9:22","150","175","0","0","98","1.09","14","10.0","2:40","175","1:28","8:53"
"25","1:22.2","44:36","0.51","2:42","162","177","3","2","171","2.17","14","10.0","2:31","182","1:22.2","2:42"
"26","1:32.7","46:09","0.17","8:50","152","175","0","1","109","1.04","13","9.0","2:39","175","1:32","8:46"
"27","1:24.8","47:33","0.50","2:49","163","176","3","1","164","2.17","15","9.0","2:39","175","1:24.8","2:49"
"28","1:30.9","49:04","0.16","9:21","151","175","1","2","125","0.86","13","9.0","2:46","174","1:28","9:03"
"29","1:22.7","50:27","0.51","2:43","164","177","3","3","166","2.22","14","9.0","2:36","177","1:21","2:39"
"30","14:06","1:04:33","1.01","13:56","125","176","7","8","40","1.78","54","12.0","1:53","212","6:52","6:47"
"31","9:41.9","1:14:15","2.15","4:31","137","146","2","3","157","1.41","53","10.0","3:59","163","9:41.9","4:31"
"Summary","1:14:15","1:14:15","13.87","5:21","143","178","57","57","113","1.60","558","11.1","1:53","238","1:02:17","4:29"
