"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:32.9","4:32.9","1.00","4:33","130","142","1","0","156","1.41","36","22.0","4:15","165","4:32.9","4:33"
"2","4:30.6","9:03.5","1.00","4:31","138","142","2","2","158","1.41","41","17.0","4:12","167","4:30.6","4:31"
"3","4:30.6","13:34","1.00","4:31","136","142","4","2","157","1.41","37","14.0","4:20","163","4:30.6","4:31"
"4","4:39.1","18:13","1.00","4:39","137","141","1","2","157","1.37","36","13.0","4:13","163","4:39","4:39"
"5","4:29.8","22:43","1.00","4:30","136","139","2","0","157","1.42","33","13.0","4:12","161","4:29.8","4:30"
"6","4:23.3","27:06","1.00","4:23","138","142","2","0","158","1.44","34","13.0","4:21","165","4:23","4:23"
"7","4:28.8","31:35","1.00","4:29","139","145","0","0","158","1.41","33","12.0","4:07","165","4:28.8","4:29"
"8","4:40.0","36:15","1.00","4:40","131","140","2","2","158","1.36","30","15.0","4:04","169","4:38","4:38"
"9","4:29.3","40:44","1.00","4:29","136","140","0","1","158","1.41","31","13.0","4:12","165","4:29","4:29"
"10","4:15.5","45:00","1.00","4:15","138","141","0","2","158","1.49","29","12.0","4:05","161","4:15","4:15"
"11","4:25.7","49:26","1.00","4:26","139","141","0","2","158","1.43","30","12.0","4:08","165","4:25.7","4:26"
"12","4:13.4","53:39","1.00","4:13","141","144","1","0","158","1.50","29","12.0","4:02","161","4:13","4:13"
"13","4:12.2","57:51","1.00","4:12","139","142","1","2","157","1.52","31","12.0","3:57","163","4:12.2","4:12"
"14","4:00.8","1:01:52","1.00","4:01","142","146","0","1","157","1.59","31","12.0","3:54","167","4:00.8","4:01"
"15","0:03.1","1:01:55","0.02","3:12","145","145","0","0","157","1.99","0","12.0","3:56","157","0:02","2:05"
"Summary","1:01:55","1:01:55","14.02","4:25","137","146","16","18","157","1.44","461","13.8","3:54","169","1:01:51","4:25"
