"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:51.4","4:51.4","1.00","4:51","127","143","16","1","160","1.29","48","29.0","4:15","172","4:50","4:50"
"2","4:03.5","8:54.8","1.00","4:03","135","140","0","13","164","1.51","44","29.0","3:42","172","4:03.5","4:03"
"3","4:04.7","13:00","1.00","4:05","137","141","2","1","161","1.52","44","29.0","3:46","165","4:04","4:04"
"4","4:04.5","17:04","1.00","4:04","137","140","1","2","162","1.52","43","29.0","3:33","167","4:04.5","4:04"
"5","4:02.3","21:06","1.00","4:02","139","141","2","0","162","1.53","42","29.0","3:48","167","4:02","4:02"
"6","4:07.9","25:14","1.00","4:08","136","143","4","3","161","1.50","39","30.0","3:54","169","4:07.9","4:08"
"7","4:07.8","29:22","1.00","4:08","142","144","0","4","161","1.51","43","29.0","3:54","167","4:07.8","4:08"
"8","4:09.9","33:32","1.00","4:10","145","150","1","1","161","1.49","46","30.0","3:46","167","4:09","4:09"
"9","4:11.0","37:43","1.00","4:11","146","151","7","10","161","1.48","46","29.0","3:32","167","4:11.0","4:11"
"10","4:00.7","41:44","1.00","4:01","145","149","1","0","159","1.57","42","29.0","3:40","165","4:00.7","4:01"
"11","0:03.9","41:48","0.01","4:56","146","146","0","0","159","1.28","0","30.0","3:58","161","0:03","3:49"
"Summary","41:48","41:48","10.01","4:10","139","151","36","34","161","1.49","437","29.2","3:32","172","41:43","4:10"
