"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:07.3","4:07.3","1.00","4:07","107","135","1","22","161","1.51","26","18.0","3:33","172","4:07","4:07"
"2","4:17.5","8:24.7","1.00","4:17","137","143","22","6","159","1.46","38","12.0","4:02","163","4:17","4:17"
"3","3:53.3","12:18","1.00","3:53","135","139","0","15","160","1.60","33","9.0","3:40","165","3:53.3","3:53"
"4","4:01.5","16:19","1.00","4:01","131","138","0","6","156","1.59","29","8.0","3:39","171","4:00","4:00"
"5","4:11.6","20:31","1.00","4:12","133","150","15","12","159","1.50","32","8.0","3:26","183","4:11","4:11"
"6","4:10.5","24:42","1.00","4:11","140","144","13","0","159","1.51","33","7.0","3:51","161","4:10","4:10"
"7","3:59.2","28:41","1.00","3:59","137","143","0","16","161","1.56","30","6.0","3:39","167","3:59.2","3:59"
"8","4:02.2","32:43","1.00","4:02","140","145","1","10","160","1.54","31","5.0","3:40","167","4:02","4:02"
"9","4:13.1","36:56","1.00","4:13","146","154","20","1","159","1.49","36","5.0","4:01","167","4:13","4:13"
"10","4:13.7","41:10","1.00","4:14","147","152","13","0","159","1.49","38","6.0","3:55","161","4:13.7","4:14"
"11","4:10.3","45:20","1.00","4:10","144","148","7","7","159","1.51","33","5.0","3:58","163","4:10","4:10"
"12","3:57.9","49:18","1.00","3:58","140","145","0","13","159","1.59","26","5.0","3:35","161","3:57.9","3:58"
"13","3:56.2","53:14","1.00","3:56","142","145","0","12","158","1.61","28","5.0","3:44","165","3:56","3:56"
"14","4:09.4","57:24","1.00","4:09","140","153","18","15","161","1.50","28","6.0","3:25","170","4:09","4:09"
"15","4:00.9","1:01:25","1.00","4:01","127","149","8","0","158","1.57","20","6.0","3:50","163","4:00.9","4:01"
"16","3:52.5","1:05:17","1.00","3:53","141","154","9","17","160","1.62","28","6.0","3:41","165","3:52","3:52"
"17","4:23.8","1:09:41","1.00","4:24","88","132","24","4","160","1.42","8","6.0","3:39","167","4:23.8","4:24"
"18","0:23.0","1:10:04","0.10","3:55","58","59","1","0","161","1.58","0","6.0","3:57","163","0:22","3:45"
"Summary","1:10:04","1:10:04","17.10","4:06","133","154","153","155","159","1.53","497","7.2","3:25","183","1:09:58","4:06"
