"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:51.8","4:51.8","1.00","4:52","126","136","2","2","161","1.28","51","21.0","4:11","169","4:49","4:49"
"2","4:06.6","8:58.4","1.00","4:07","135","139","3","1","163","1.49","48","19.0","3:49","167","4:06.6","4:07"
"3","3:59.3","12:58","1.00","3:59","135","139","2","1","163","1.53","46","18.0","3:38","169","3:59","3:59"
"4","4:06.5","17:04","1.00","4:07","135","141","4","3","162","1.50","45","18.0","3:55","167","4:06","4:06"
"5","3:51.6","20:56","1.00","3:52","135","140","6","9","163","1.59","41","18.0","3:36","167","3:51.6","3:52"
"6","4:08.8","25:05","1.00","4:09","138","145","6","1","163","1.48","45","19.0","3:34","167","4:08","4:08"
"7","4:00.2","29:05","1.00","4:00","138","142","2","0","163","1.53","41","19.0","3:43","167","4:00","4:00"
"8","4:05.9","33:11","1.00","4:06","140","144","6","3","165","1.48","44","19.0","3:41","173","4:05.9","4:06"
"9","3:58.8","37:09","1.00","3:59","141","145","7","4","163","1.55","43","19.0","3:47","169","3:58.8","3:59"
"10","4:04.1","41:14","1.00","4:04","141","148","5","6","164","1.50","41","19.0","3:36","170","4:04","4:04"
"11","4:08.3","45:22","1.00","4:08","133","144","5","5","166","1.45","35","21.0","3:41","176","4:07","4:07"
"12","4:05.6","49:27","1.00","4:06","140","146","4","4","164","1.49","42","20.0","3:50","170","4:05.6","4:06"
"13","3:46.9","53:14","1.00","3:47","142","145","4","5","164","1.61","39","19.0","3:41","170","3:46","3:46"
"14","3:52.4","57:07","1.00","3:52","141","146","7","6","164","1.57","39","20.0","3:32","189","3:52.4","3:52"
"15","3:58.5","1:01:05","1.00","3:59","141","156","0","7","164","1.53","40","20.0","3:49","170","3:58","3:58"
"16","3:58.1","1:05:03","1.00","3:58","146","151","3","0","163","1.54","47","21.0","3:49","167","3:58","3:58"
"17","4:09.1","1:09:12","1.00","4:09","142","148","2","4","163","1.48","43","21.0","3:51","170","4:09","4:09"
"18","4:01.7","1:13:14","1.00","4:02","145","149","3","1","163","1.52","45","21.0","3:55","169","4:01.7","4:02"
"19","3:56.8","1:17:11","1.00","3:57","144","149","0","2","163","1.56","40","21.0","3:38","169","3:56","3:56"
"20","4:01.1","1:21:12","1.00","4:01","142","145","1","3","162","1.53","34","21.0","3:36","169","4:01","4:01"
"21","0:37.7","1:21:50","0.15","4:10","143","144","0","0","161","1.49","5","21.0","4:00","163","0:37","4:06"
"Summary","1:21:50","1:21:50","20.15","4:04","139","156","70","68","163","1.51","854","19.7","3:32","189","1:21:41","4:03"
