"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:28.5","3:28.5","0.99","3:31","138","144","6","3","162","1.75","33","15.0","2:58","183","3:27","3:30"
"2","3:26.8","6:55.3","1.01","3:25","145","150","2","0","164","1.78","36","13.0","3:17","169","3:26.8","3:25"
"3","3:23.0","10:18","1.01","3:22","151","157","2","3","166","1.79","38","12.0","3:08","170","3:23","3:22"
"4","3:19.9","13:38","1.00","3:20","156","160","0","0","166","1.81","39","12.0","3:06","172","3:19","3:19"
"5","3:18.6","16:57","1.00","3:19","159","163","0","0","166","1.82","39","11.0","3:06","170","3:18.6","3:19"
"6","6:41.1","23:38","2.04","3:16","160","164","1","2","166","1.84","80","12.0","2:55","170","6:41","3:16"
"7","3:19.1","26:57","1.01","3:16","159","162","5","4","165","1.85","38","14.0","3:04","167","3:19","3:16"
"8","3:18.8","30:16","1.01","3:17","165","173","0","1","166","1.84","41","15.0","3:05","169","3:18.8","3:17"
"9","3:16.7","33:32","1.01","3:14","170","178","0","1","166","1.86","42","15.0","3:07","169","3:16.7","3:14"
"10","2:39.9","36:12","0.15","17:46","144","178","0","0","13","4.19","19","18.0","3:12","171","1:40","11:07"
"Summary","36:12","36:12","10.23","3:32","155","178","15","14","154","1.99","405","13.5","2:55","183","35:10","3:26"
