"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:12.3","4:12.3","1.00","4:12","129","139","2","0","163","1.46","47","30.0","3:48","172","4:12","4:12"
"2","3:50.1","8:02.4","1.00","3:50","143","148","1","0","162","1.61","51","29.0","3:43","165","3:50","3:50"
"3","4:08.0","12:10","1.00","4:08","152","159","2","3","158","1.53","60","28.0","3:33","167","4:08","4:08"
"4","4:00.4","16:11","1.00","4:00","154","158","4","1","161","1.55","58","28.0","3:43","167","4:00.4","4:00"
"5","4:00.4","20:11","1.00","4:00","156","164","3","2","154","1.62","59","29.0","3:25","169","3:59","3:59"
"6","3:57.5","24:09","1.00","3:58","159","165","1","1","161","1.56","60","29.0","3:10","170","3:56","3:56"
"7","3:59.7","28:08","1.00","4:00","170","181","4","3","161","1.56","64","28.0","3:44","165","3:59.7","4:00"
"8","3:51.0","31:59","1.00","3:51","165","171","0","1","159","1.64","60","29.0","3:30","170","3:50","3:50"
"9","1:27.7","33:27","0.18","8:18","152","160","0","3","96","1.26","19","29.0","3:37","167","1:09","6:32"
"Summary","33:27","33:27","8.18","4:05","153","181","18","15","157","1.55","478","28.8","3:10","172","33:04","4:03"
