"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:32.4","4:32.4","1.00","4:32","128","137","1","0","163","1.35","50","24.0","4:11","172","4:32","4:32"
"2","4:24.8","8:57.2","1.00","4:25","136","144","0","0","163","1.39","52","21.0","4:09","167","4:24.8","4:25"
"3","3:55.9","12:53","0.91","4:20","141","145","3","1","162","1.43","47","19.0","3:45","169","3:55.9","4:20"
"4","4:22.3","17:15","1.00","4:22","134","164","1","0","162","1.41","44","20.0","4:20","169","4:22","4:22"
"5","4:12.8","21:28","1.00","4:13","138","144","4","1","162","1.46","46","19.0","3:58","169","4:12.8","4:13"
"6","4:29.5","25:58","1.00","4:29","138","140","1","3","162","1.37","47","20.0","4:13","168","4:29.5","4:29"
"7","4:05.6","30:03","1.00","4:06","140","145","2","3","164","1.49","43","19.0","3:59","169","4:05","4:05"
"8","0:54.6","30:58","0.23","3:58","139","140","0","1","164","1.54","9","19.0","4:06","165","0:54.6","3:58"
"9","0:03.1","31:01","0.01","4:59","140","141","0","0","165","1.22","0","19.0","4:35","165","0:03","4:46"
"Summary","31:01","31:01","7.15","4:20","136","164","12","10","162","1.42","338","20.3","3:45","172","31:00","4:20"
