"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:22.1","4:22.1","1.00","4:22","131","140","2","1","160","1.43","49","29.0","4:10","172","4:22","4:22"
"2","4:18.0","8:40.1","1.00","4:18","142","144","1","1","161","1.44","52","27.0","4:03","167","4:18.0","4:18"
"3","4:06.5","12:47","1.00","4:07","142","145","1","0","162","1.50","48","25.0","4:04","167","4:05","4:05"
"4","4:17.3","17:04","1.00","4:17","134","141","2","0","160","1.46","43","25.0","4:04","169","4:17.3","4:17"
"5","4:10.5","21:14","1.00","4:11","140","142","1","0","162","1.48","45","25.0","4:04","165","4:10","4:10"
"6","4:16.1","25:31","1.00","4:16","142","144","1","0","163","1.43","47","25.0","4:13","167","4:16","4:16"
"7","4:03.4","29:34","1.00","4:03","142","145","2","3","164","1.50","45","26.0","3:40","169","4:03.4","4:03"
"8","4:05.4","33:39","1.00","4:05","143","146","0","2","163","1.50","45","26.0","3:48","169","4:05.4","4:05"
"9","0:18.8","33:58","0.09","3:39","143","144","0","0","164","1.68","3","26.0","3:59","165","0:18","3:30"
"Summary","33:58","33:58","8.09","4:12","139","146","11","7","162","1.47","377","26.0","3:40","172","33:55","4:12"
