"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","1:59.4","1:59.4","0.24","8:26","136","154","3","3","108","1.09","22","26.0","3:10","168","1:35","6:42"
"2","0:35.0","2:34.4","0.19","3:02","121","124","1","0","137","2.41","4","26.0","2:43","173","0:35.0","3:02"
"3","2:23.5","4:57.9","0.39","6:04","137","164","1","3","149","1.11","27","26.0","2:41","163","2:23.5","6:04"
"4","0:33.8","5:31.7","0.19","2:59","124","129","3","1","156","2.16","4","26.0","2:27","173","0:33","2:54"
"5","2:20.5","7:52.2","0.36","6:29","126","147","0","1","147","1.05","21","26.0","2:22","193","2:18","6:22"
"6","0:33.6","8:25.7","0.18","3:05","136","136","1","0","141","2.30","6","26.0","2:31","170","0:33","3:02"
"7","4:22.8","12:49","0.75","5:52","129","155","2","4","151","1.13","41","26.0","2:27","159","4:22.8","5:52"
"8","0:34.0","13:23","0.18","3:09","114","123","1","0","158","2.01","3","26.0","2:31","172","0:34","3:09"
"9","2:17.1","15:40","0.33","7:00","139","168","0","2","136","1.05","23","26.0","2:26","196","2:12","6:45"
"10","0:34.5","16:14","0.20","2:51","107","122","2","0","131","2.68","3","27.0","2:20","170","0:34.5","2:51"
"11","2:18.1","18:32","0.33","7:04","123","156","1","2","136","1.04","18","26.0","2:20","156","2:13","6:49"
"12","0:32.6","19:05","0.19","2:56","114","115","2","0","152","2.25","2","27.0","2:27","173","0:32.6","2:56"
"13","2:23.8","21:29","0.35","6:55","129","151","0","2","131","1.10","20","27.0","2:32","159","2:15","6:30"
"14","0:07.0","21:36","0.02","5:03","130","131","0","0","47","4.25","1","27.0","4:07","163","0:07","5:01"
"15","0:32.6","22:08","0.19","2:52","139","166","2","0","157","2.22","5","27.0","2:19","171","0:32.6","2:52"
"16","3:24.3","25:33","0.52","6:34","143","175","2","1","141","1.08","36","27.0","2:25","179","3:19","6:24"
"17","4:21.8","29:54","1.00","4:22","138","145","1","2","158","1.45","40","28.0","4:07","165","4:21.8","4:22"
"18","4:13.6","34:08","1.00","4:14","144","148","3","1","159","1.49","45","28.0","3:49","165","4:13.6","4:14"
"19","0:07.1","34:15","0.03","3:56","149","149","0","0","162","1.57","1","28.0","3:47","163","0:06","3:21"
"Summary","34:15","34:15","6.63","5:10","134","175","26","24","145","1.33","322","26.7","2:19","196","33:21","5:02"
