"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:24.1","4:24.1","0.97","4:34","121","131","0","14","160","1.37","39","27.0","4:07","169","4:24","4:33"
"2","4:14.0","8:38.1","0.96","4:25","136","141","0","3","159","1.42","45","25.0","4:07","163","4:14.0","4:25"
"3","4:16.6","12:55","0.96","4:26","138","140","8","0","160","1.41","44","24.0","4:15","165","4:16.6","4:26"
"4","4:45.0","17:40","1.00","4:45","135","141","3","9","160","1.31","46","23.0","4:08","163","4:45.0","4:45"
"5","0:04.3","17:44","0.03","2:46","135","135","0","0","159","2.28","0","23.0","4:25","159","0:03","1:56"
"6","4:07.8","21:52","0.94","4:25","137","142","3","5","160","1.42","39","23.0","3:59","163","4:07.8","4:25"
"7","2:00.4","23:52","0.47","4:17","140","143","3","0","159","1.46","19","23.0","4:16","165","2:00","4:16"
"8","0:19.8","24:12","0.05","7:08","142","143","0","0","163","0.86","3","23.0","4:27","167","0:19.8","7:09"
"9","1:32.0","25:44","0.35","4:21","139","141","0","3","161","1.43","14","23.0","3:59","165","1:32","4:21"
"10","2:04.3","27:48","0.48","4:20","140","142","1","1","160","1.44","19","23.0","4:00","165","2:04.3","4:20"
"11","2:07.2","29:56","0.42","5:02","137","142","1","2","159","1.25","18","23.0","4:51","163","2:07","5:02"
"12","4:02.9","33:58","1.00","4:03","143","148","14","0","160","1.54","39","23.0","3:50","165","4:02.9","4:03"
"13","0:18.7","34:17","0.07","4:26","149","150","1","0","164","1.37","3","24.0","3:52","165","0:17","4:02"
"Summary","34:17","34:17","7.69","4:28","136","150","35","37","158","1.40","328","23.9","3:50","169","34:13","4:27"
