"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:54.2","4:54.2","1.00","4:54","118","129","4","6","162","1.26","34","22.0","4:26","173","4:54.2","4:54"
"2","4:23.1","9:17.3","1.00","4:23","128","140","5","0","158","1.44","36","18.0","4:13","167","4:23.1","4:23"
"3","4:06.6","13:24","1.00","4:07","138","145","1","1","160","1.52","38","15.0","3:44","165","4:06.6","4:07"
"4","4:08.9","17:33","1.00","4:09","144","151","5","3","160","1.51","41","14.0","3:49","163","4:08","4:08"
"5","4:04.9","21:38","1.00","4:05","146","158","6","6","159","1.54","41","13.0","4:03","165","4:04.9","4:05"
"6","4:02.9","25:41","1.00","4:03","156","164","2","2","161","1.53","46","12.0","3:50","171","4:02.9","4:03"
"7","4:08.2","29:49","1.00","4:08","166","177","0","3","161","1.50","51","12.0","3:45","167","4:08","4:08"
"8","4:24.5","34:13","1.00","4:24","155","161","7","3","161","1.41","47","11.0","4:00","165","4:24","4:24"
"9","0:02.4","34:16","0.01","3:43","145","146","1","0","160","1.68","0","11.0","4:38","160","0:02","3:08"
"Summary","34:16","34:16","8.01","4:17","143","177","31","24","160","1.46","334","14.8","3:44","173","34:14","4:16"
