"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:44.6","4:44.6","1.00","4:45","129","151","23","18","161","1.31","41","22.0","4:15","170","4:44.6","4:45"
"2","4:27.8","9:12.4","1.00","4:28","148","151","22","0","161","1.39","48","18.0","4:17","167","4:27","4:27"
"3","4:29.3","13:42","1.00","4:29","150","154","27","0","161","1.39","49","15.0","4:18","167","4:29.3","4:29"
"4","4:23.5","18:05","1.00","4:23","151","156","22","0","160","1.42","47","13.0","4:13","165","4:23","4:23"
"5","4:19.7","22:25","1.00","4:20","148","151","11","0","160","1.44","43","13.0","4:08","167","4:19.7","4:20"
"6","4:17.5","26:42","1.00","4:18","150","154","11","1","161","1.45","43","12.0","4:00","165","4:17","4:17"
"7","4:15.1","30:57","1.00","4:15","150","154","16","0","162","1.45","41","12.0","3:56","167","4:15","4:15"
"8","4:26.1","35:24","1.00","4:26","140","152","5","11","163","1.39","31","13.0","3:56","173","4:26","4:26"
"9","4:20.7","39:44","1.00","4:21","139","144","1","13","161","1.43","28","13.0","4:08","169","4:19","4:19"
"10","4:24.8","44:09","1.00","4:25","137","142","0","9","158","1.43","26","12.0","4:12","167","4:24","4:24"
"11","4:09.1","48:18","1.00","4:09","140","143","0","13","161","1.50","25","12.0","3:53","165","4:09","4:09"
"12","4:05.7","52:24","1.00","4:06","131","143","0","24","157","1.56","19","12.0","3:51","169","4:03","4:03"
"13","4:00.5","56:24","1.00","4:00","137","140","0","22","162","1.54","23","12.0","3:39","172","4:00","4:00"
"14","4:23.9","1:00:48","1.00","4:24","138","147","4","15","161","1.41","26","13.0","4:06","169","4:23.9","4:24"
"15","1:32.2","1:02:20","0.33","4:37","140","144","0","6","161","1.34","9","12.0","4:11","169","1:31","4:34"
"Summary","1:02:20","1:02:20","14.33","4:21","142","156","141","132","161","1.43","499","13.8","3:39","173","1:02:12","4:20"
