"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:35.9","4:35.9","1.00","4:36","117","124","3","2","160","1.36","41","28.0","2:21","175","4:35.9","4:36"
"2","4:28.7","9:04.6","1.00","4:29","129","133","3","2","162","1.37","50","26.0","3:59","170","4:28.7","4:29"
"3","4:10.6","13:15","1.00","4:11","127","136","1","2","161","1.49","41","26.0","4:14","167","4:10","4:10"
"4","4:11.5","17:27","1.00","4:12","134","138","2","1","163","1.46","46","25.0","3:54","169","4:11","4:11"
"5","4:13.0","21:40","1.00","4:13","135","138","1","0","162","1.47","45","25.0","3:23","165","4:13","4:13"
"6","4:11.1","25:51","1.00","4:11","137","141","1","0","162","1.48","43","25.0","3:58","167","4:11","4:11"
"7","4:04.9","29:56","1.00","4:05","140","142","0","1","161","1.52","43","26.0","3:41","165","4:04.9","4:05"
"8","4:15.3","34:11","1.00","4:15","141","142","1","2","160","1.47","44","26.0","3:49","165","4:15.3","4:15"
"9","4:06.7","38:18","1.00","4:07","142","145","2","1","161","1.51","42","26.0","3:51","165","4:06","4:06"
"10","4:13.3","42:31","1.00","4:13","141","144","2","1","161","1.47","42","26.0","3:50","165","4:13","4:13"
"11","4:01.8","46:33","1.00","4:02","143","146","0","1","162","1.53","40","26.0","3:53","167","4:01","4:01"
"12","4:04.0","50:37","1.00","4:04","144","147","1","3","163","1.51","41","26.0","3:48","169","4:04","4:04"
"13","0:28.4","51:05","0.11","4:11","145","146","0","0","161","1.48","4","26.0","4:04","165","0:28.4","4:11"
"14","0:19.2","51:25","0.10","3:22","146","148","0","0","173","1.72","3","26.0","2:46","180","0:19","3:19"
"15","0:24.9","51:49","0.11","3:42","153","154","0","1","164","1.65","5","26.0","3:10","181","0:24.9","3:42"
"16","0:20.8","52:10","0.11","3:09","152","154","2","0","173","1.84","4","26.0","2:45","181","0:20.8","3:09"
"17","0:36.1","52:46","0.13","4:33","158","162","0","1","160","1.37","8","26.0","2:53","183","0:36","4:32"
"18","0:16.6","53:03","0.09","3:05","153","155","0","0","176","1.85","3","26.0","2:29","183","0:16","2:58"
"19","0:28.1","53:31","0.11","4:10","160","162","0","0","162","1.48","7","26.0","2:36","185","0:28.1","4:10"
"20","0:19.7","53:51","0.10","3:10","158","159","2","0","178","1.77","4","26.0","2:50","185","0:19","3:04"
"21","0:30.7","54:21","0.12","4:19","164","166","0","1","162","1.43","7","26.0","2:49","183","0:30.7","4:19"
"22","0:17.1","54:39","0.10","2:50","160","161","0","0","175","2.02","4","26.0","2:38","185","0:17","2:49"
"23","0:34.3","55:13","0.13","4:32","165","167","0","0","162","1.37","8","26.0","2:39","188","0:34","4:29"
"24","0:16.2","55:29","0.10","2:44","159","161","1","0","173","2.12","4","26.0","2:21","187","0:16.2","2:44"
"25","0:35.8","56:05","0.13","4:29","165","167","0","0","162","1.38","9","26.0","2:23","189","0:35","4:23"
"26","0:15.4","56:20","0.09","2:49","161","163","0","0","174","2.05","4","26.0","2:23","188","0:15.4","2:49"
"27","0:37.4","56:58","0.11","5:46","163","166","0","1","143","1.22","9","26.0","2:24","190","0:37","5:42"
"28","0:13.7","57:11","0.08","3:01","156","157","0","1","110","3.01","3","26.0","2:26","191","0:13.7","3:01"
"29","0:40.7","57:52","0.14","4:57","160","164","0","0","170","1.19","9","26.0","2:18","236","0:40.7","4:57"
"30","0:15.6","58:08","0.10","2:44","152","153","0","0","179","2.05","3","26.0","2:08","195","0:15","2:38"
"31","0:37.4","58:45","0.13","4:42","157","167","0","1","163","1.30","8","25.0","2:03","195","0:37.4","4:42"
"32","0:15.5","59:00","0.10","2:32","160","162","2","0","177","2.23","3","26.0","2:07","195","0:15","2:27"
"33","4:18.0","1:03:18","1.00","4:18","145","163","1","2","153","1.52","43","26.0","2:08","195","4:18","4:18"
"34","1:27.0","1:04:45","0.36","4:00","148","151","0","0","161","1.55","16","26.0","3:46","163","1:27","4:00"
"Summary","1:04:45","1:04:45","15.55","4:10","139","167","25","27","161","1.49","686","25.9","2:03","236","1:04:38","4:09"
