"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:28.4","4:28.4","1.00","4:28","170","179","3","0","158","1.42","60","24.0","4:07","165","4:28.4","4:28"
"2","4:14.3","8:42.8","1.00","4:14","176","183","6","0","158","1.49","60","21.0","3:50","165","4:14","4:14"
"3","4:14.5","12:57","1.00","4:14","173","184","18","0","158","1.49","59","19.0","3:59","163","4:14.5","4:14"
"4","4:05.4","17:03","1.00","4:05","184","189","5","6","159","1.54","60","18.0","3:28","163","4:05","4:05"
"5","3:45.6","20:48","1.00","3:46","183","188","2","12","159","1.67","55","18.0","3:22","163","3:45.6","3:46"
"6","3:54.5","24:43","1.00","3:54","179","184","0","11","158","1.62","55","19.0","3:37","163","3:54","3:54"
"7","3:53.5","28:36","1.00","3:53","183","188","3","8","159","1.62","57","19.0","3:24","163","3:53.5","3:53"
"8","3:57.4","32:34","1.00","3:57","181","186","1","3","159","1.59","57","19.0","3:40","163","3:57","3:57"
"9","3:54.2","36:28","1.00","3:54","178","181","4","4","158","1.62","55","19.0","3:44","163","3:54.2","3:54"
"10","3:45.9","40:14","1.00","3:46","176","180","0","2","159","1.67","51","19.0","3:37","165","3:44","3:44"
"11","1:04.5","41:18","0.29","3:43","177","180","1","0","160","1.69","15","19.0","3:23","165","1:04","3:41"
"Summary","41:18","41:18","10.29","4:01","178","189","43","46","159","1.57","584","19.6","3:22","165","41:14","4:00"
