"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","5:03.1","5:03.1","1.00","5:03","138","153","33","1","159","1.24","46","20.0","4:19","170","5:03.1","5:03"
"2","4:13.1","9:16.2","1.00","4:13","143","152","8","22","160","1.48","41","15.0","3:44","170","4:13.1","4:13"
"3","4:23.8","13:40","1.00","4:24","151","159","22","4","158","1.44","47","14.0","4:01","163","4:23.8","4:24"
"4","3:58.1","17:38","1.00","3:58","143","159","0","31","160","1.57","35","12.0","3:41","169","3:58","3:58"
"5","4:07.7","21:46","1.00","4:08","147","151","0","9","159","1.53","39","12.0","3:46","163","4:07.7","4:08"
"6","4:12.8","25:59","1.00","4:13","148","151","0","0","156","1.52","40","12.0","4:04","159","4:12","4:12"
"7","4:21.8","30:20","1.00","4:22","145","161","13","0","155","1.48","37","12.0","3:50","165","4:18","4:18"
"8","4:22.8","34:43","1.00","4:23","147","155","13","0","157","1.46","38","12.0","3:49","171","4:17","4:17"
"9","0:06.8","34:50","0.03","4:08","154","155","1","0","157","1.54","0","11.0","4:13","158","0:06","3:38"
"Summary","34:50","34:50","8.03","4:20","145","161","91","68","158","1.46","323","13.8","3:41","171","34:39","4:19"
