"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:11.0","4:11.0","1.00","4:11","126","137","1","1","157","1.53","39","30.0","3:59","172","4:10","4:10"
"2","4:08.4","8:19.4","1.00","4:08","131","141","4","0","156","1.55","38","28.0","3:38","165","4:08.4","4:08"
"3","3:58.0","12:17","1.00","3:58","138","142","2","1","158","1.60","41","26.0","3:50","161","3:58.0","3:58"
"4","4:17.8","16:35","1.00","4:18","138","142","7","0","157","1.48","41","26.0","4:03","163","4:17.8","4:18"
"5","3:59.8","20:35","1.00","4:00","138","145","3","1","158","1.59","37","25.0","3:50","165","3:59.8","4:00"
"6","4:11.9","24:47","1.00","4:12","141","149","14","4","158","1.51","44","27.0","3:51","165","4:11.9","4:12"
"7","4:10.9","28:58","1.00","4:11","144","149","12","2","158","1.51","45","26.0","3:41","163","4:10","4:10"
"8","3:58.2","32:56","1.00","3:58","140","146","0","10","159","1.59","34","26.0","3:41","165","3:58.2","3:58"
"9","3:51.6","36:48","1.00","3:52","140","145","0","15","158","1.63","32","26.0","3:38","169","3:51","3:51"
"10","3:50.0","40:38","1.00","3:50","145","149","0","4","158","1.65","38","26.0","3:22","161","3:50","3:50"
"11","3:28.9","44:07","1.00","3:29","155","166","0","2","163","1.76","43","26.0","3:10","170","3:28.9","3:29"
"12","2:08.3","46:15","0.62","3:26","165","168","0","0","163","1.79","30","26.0","3:21","167","2:07","3:24"
"13","0:09.3","46:24","0.03","5:32","166","167","0","0","170","1.06","2","26.0","3:21","173","0:09.3","5:32"
"Summary","46:24","46:24","11.65","3:59","141","168","43","42","158","1.59","464","26.5","3:10","173","46:20","3:59"
