"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:15.8","4:15.8","1.00","4:16","142","150","3","7","160","1.46","43","21.0","3:50","169","4:15.8","4:16"
"2","3:54.7","8:10.6","1.00","3:55","152","156","4","1","162","1.58","53","19.0","3:44","170","3:54.7","3:55"
"3","3:46.5","11:57","1.00","3:47","--","--","2","3","162","1.63","67","18.0","3:32","167","3:46","3:46"
"4","3:48.0","15:45","1.00","3:48","--","--","4","1","162","1.62","65","17.0","3:43","167","3:48.0","3:48"
"5","3:51.5","19:37","1.00","3:51","--","--","3","5","163","1.59","66","16.0","3:37","170","3:51.5","3:52"
"6","3:46.5","23:23","1.00","3:47","--","--","1","0","162","1.64","67","16.0","3:36","169","3:46","3:46"
"7","3:43.8","27:07","1.00","3:44","--","--","8","0","162","1.66","66","15.0","3:39","167","3:43.8","3:44"
"8","3:49.0","30:56","1.00","3:49","--","--","7","5","162","1.62","66","15.0","3:37","170","3:49","3:49"
"9","3:45.5","34:41","1.00","3:45","--","--","5","4","164","1.62","67","15.0","3:24","171","3:45.5","3:45"
"10","3:43.7","38:25","1.00","3:44","--","--","8","3","162","1.65","67","14.0","3:31","169","3:43.7","3:44"
"11","3:42.6","42:08","1.00","3:43","--","--","11","9","164","1.64","67","15.0","3:23","174","3:42","3:42"
"12","3:46.2","45:54","1.00","3:46","--","--","6","5","166","1.60","65","14.0","3:40","170","3:46","3:46"
"13","3:38.6","49:33","1.00","3:39","--","--","3","6","164","1.68","63","14.0","3:29","169","3:38.6","3:39"
"14","3:39.3","53:12","1.00","3:39","--","--","5","7","164","1.67","64","14.0","3:32","172","3:39","3:39"
"15","3:42.4","56:54","1.00","3:42","--","--","3","7","164","1.65","69","14.0","3:23","167","3:42.4","3:42"
"16","3:41.3","1:00:36","1.00","3:41","--","--","3","7","164","1.65","67","14.0","3:26","169","3:41","3:41"
"17","3:41.6","1:04:17","1.00","3:42","--","--","3","1","163","1.66","64","15.0","3:29","167","3:41","3:41"
"18","3:43.2","1:08:00","1.00","3:43","--","--","3","4","164","1.64","68","15.0","3:31","167","3:43.2","3:43"
"19","3:42.5","1:11:43","1.00","3:43","--","--","3","4","162","1.66","65","15.0","3:40","165","3:42","3:42"
"20","3:45.0","1:15:28","1.00","3:45","--","--","2","4","163","1.64","67","16.0","3:31","167","3:45.0","3:45"
"21","0:01.4","1:15:29","0.01","1:53","--","--","0","0","159","3.33","0","16.0","3:59","159","0:01","1:23"
"Summary","1:15:29","1:15:29","20.01","3:46","146","156","86","84","163","1.63","1,286","15.7","3:23","174","1:15:25","3:46"
