"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","5:04.7","5:04.7","1.00","5:05","124","144","37","1","161","1.22","39","22.0","4:00","170","5:04.7","5:05"
"2","4:12.4","9:17.1","1.00","4:12","134","143","6","22","161","1.47","36","15.0","3:41","169","4:12","4:12"
"3","4:28.6","13:46","1.00","4:29","137","143","21","4","159","1.41","39","13.0","4:16","163","4:28.6","4:29"
"4","4:08.2","17:54","1.00","4:08","125","139","1","17","158","1.53","27","12.0","3:50","169","4:08","4:08"
"5","4:16.1","22:10","1.00","4:16","130","133","0","5","156","1.50","31","11.0","3:53","165","4:14","4:14"
"6","4:33.5","26:44","1.00","4:34","132","147","16","12","160","1.38","33","10.0","4:05","170","4:33.5","4:34"
"7","4:31.0","31:15","1.00","4:31","136","139","13","0","157","1.41","33","9.0","4:15","161","4:31","4:31"
"8","4:19.5","35:34","1.00","4:19","129","136","1","15","160","1.45","26","9.0","4:15","169","4:19","4:19"
"9","4:22.0","39:56","1.00","4:22","131","136","1","10","160","1.43","28","8.0","4:13","169","4:22.0","4:22"
"10","4:32.8","44:29","1.00","4:33","137","147","20","2","158","1.39","32","7.0","4:20","166","4:32.8","4:33"
"11","4:22.2","48:51","1.00","4:22","139","144","13","0","157","1.46","31","7.0","3:55","161","4:22","4:22"
"12","4:23.9","53:15","1.00","4:24","135","140","6","4","157","1.45","27","7.0","4:01","161","4:23.9","4:24"
"13","4:10.8","57:26","1.00","4:11","133","137","0","14","158","1.51","24","7.0","3:35","161","4:10.8","4:11"
"14","4:00.7","1:01:26","1.00","4:01","135","138","0","12","158","1.57","23","6.0","3:42","163","4:00.7","4:01"
"15","4:26.4","1:05:53","1.00","4:26","130","139","6","16","154","1.46","24","6.0","3:47","169","4:24","4:24"
"16","4:14.9","1:10:08","1.00","4:15","135","139","4","0","159","1.48","25","6.0","4:00","169","4:14.9","4:15"
"17","4:05.7","1:14:14","1.00","4:06","139","146","15","12","159","1.54","27","6.0","3:54","161","4:05.7","4:06"
"18","4:25.1","1:18:39","1.00","4:25","133","143","17","12","156","1.45","23","6.0","3:51","169","4:22","4:22"
"19","3:47.5","1:22:26","1.00","3:48","134","140","1","26","161","1.64","21","5.0","3:30","165","3:47.5","3:48"
"20","0:18.7","1:22:45","0.08","3:56","136","137","0","1","160","1.58","1","5.0","3:50","161","0:17","3:34"
"Summary","1:22:45","1:22:45","19.08","4:20","133","147","178","184","158","1.46","550","9.2","3:30","170","1:22:34","4:20"
