"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:31.5","4:31.5","1.00","4:32","116","132","5","6","161","1.38","30","20.0","4:01","170","4:31.5","4:32"
"2","4:22.6","8:54.2","1.00","4:23","135","141","9","2","160","1.43","39","14.0","4:02","163","4:22","4:22"
"3","4:20.1","13:14","1.00","4:20","132","139","1","11","160","1.44","34","11.0","3:46","169","4:20","4:20"
"4","4:17.7","17:32","1.00","4:18","123","136","3","1","160","1.45","27","11.0","4:05","167","4:17.7","4:18"
"5","4:20.4","21:52","1.00","4:20","71","111","3","2","159","1.45","5","10.0","3:57","169","4:19","4:19"
"6","4:20.8","26:13","1.00","4:21","46","60","12","1","161","1.43","3","8.0","4:13","167","4:20.8","4:21"
"7","4:07.6","30:21","1.00","4:08","50","58","3","8","161","1.51","3","8.0","3:59","165","4:07","4:07"
"8","4:01.3","34:22","1.00","4:01","48","55","6","4","160","1.55","3","7.0","3:39","167","4:01.3","4:01"
"9","0:03.7","34:26","0.02","3:44","53","53","0","0","161","1.66","0","8.0","3:45","161","0:02","2:02"
"Summary","34:26","34:26","8.02","4:18","91","141","43","35","160","1.45","144","11.2","3:39","170","34:21","4:17"
