"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:22.2","4:22.2","1.00","4:22","123","133","1","2","158","1.45","37","28.0","3:42","202","4:22.2","4:22"
"2","4:10.0","8:32.3","1.00","4:10","131","137","8","10","157","1.53","40","27.0","3:49","165","4:10.0","4:10"
"3","4:08.7","12:41","1.00","4:09","136","142","2","2","157","1.54","42","27.0","3:56","163","4:08.7","4:09"
"4","4:03.8","16:45","1.00","4:04","141","146","1","1","156","1.58","43","27.0","3:59","159","4:03","4:03"
"5","4:11.1","20:56","1.00","4:11","140","149","3","1","154","1.55","42","27.0","3:54","163","4:11.1","4:11"
"6","4:08.9","25:05","1.00","4:09","150","159","2","2","157","1.54","48","26.0","3:57","163","4:08.9","4:09"
"7","4:03.2","29:08","1.00","4:03","149","160","10","9","157","1.57","46","26.0","3:45","228","4:03","4:03"
"8","4:08.3","33:16","1.00","4:08","148","153","2","1","156","1.55","45","26.0","3:58","159","4:08","4:08"
"9","0:07.7","33:24","0.04","3:29","152","153","0","0","156","1.85","1","26.0","3:56","159","0:07","3:10"
"Summary","33:24","33:24","8.04","4:09","140","160","28","29","156","1.54","344","26.8","3:42","228","33:22","4:09"
