"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:29.9","4:29.9","1.00","4:30","124","139","6","5","159","1.40","35","18.0","4:10","173","4:29.9","4:30"
"2","4:22.8","8:52.7","1.00","4:23","135","141","2","0","160","1.43","38","13.0","4:19","169","4:22.8","4:23"
"3","4:04.4","12:57","1.00","4:04","140","144","0","1","158","1.55","36","12.0","4:12","163","4:04.4","4:04"
"4","4:02.6","17:00","1.00","4:03","142","146","0","6","158","1.56","35","10.0","3:51","163","4:02","4:02"
"5","4:16.1","21:16","1.00","4:16","144","149","5","0","157","1.49","41","10.0","3:59","163","4:16","4:16"
"6","4:14.7","25:30","1.00","4:15","144","150","7","4","157","1.50","40","10.0","3:57","163","4:14.7","4:15"
"7","4:00.9","29:31","1.00","4:01","146","151","9","5","158","1.58","38","9.0","3:41","169","4:00.9","4:01"
"8","4:03.4","33:35","1.00","4:03","137","143","5","5","156","1.58","29","9.0","3:40","169","4:03","4:03"
"9","3:56.8","37:32","1.00","3:57","144","148","0","2","158","1.60","34","8.0","3:52","169","3:56.8","3:57"
"10","3:52.1","41:24","1.00","3:52","144","147","0","7","157","1.64","33","7.0","3:32","165","3:52","3:52"
"11","3:59.0","45:23","1.00","3:59","147","153","5","1","157","1.60","36","7.0","3:47","163","3:59","3:59"
"12","3:57.8","49:21","1.00","3:58","146","152","1","0","157","1.60","34","7.0","3:53","163","3:57","3:57"
"13","3:59.3","53:20","1.00","3:59","146","149","1","1","157","1.60","33","7.0","3:48","163","3:59","3:59"
"14","3:58.0","57:18","0.98","4:02","148","153","6","5","158","1.57","34","7.0","3:26","163","3:57","4:01"
"Summary","57:18","57:18","13.98","4:06","142","153","48","43","158","1.55","496","9.7","3:26","173","57:15","4:06"
