"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:43.4","4:43.4","1.00","4:43","131","153","34","2","161","1.31","43","20.0","3:47","174","4:43.4","4:43"
"2","3:56.7","8:40.1","1.00","3:57","147","154","7","22","162","1.57","44","20.0","3:30","169","3:56.7","3:57"
"3","4:19.0","12:59","1.00","4:19","151","158","21","4","158","1.46","50","21.0","4:10","165","4:19.0","4:19"
"4","3:49.6","16:49","1.00","3:50","143","156","0","32","160","1.63","38","20.0","3:34","167","3:49","3:49"
"5","4:08.9","20:58","1.00","4:09","111","146","0","8","158","1.53","18","20.0","3:21","165","4:08.9","4:09"
"6","4:04.9","25:03","1.00","4:05","143","155","0","0","156","1.57","41","20.0","3:53","161","4:04.9","4:05"
"7","4:04.2","29:07","1.00","4:04","152","159","1","0","157","1.57","45","16.0","3:50","161","4:04","4:04"
"8","3:57.6","33:04","1.00","3:58","95","135","1","2","156","1.61","11","15.0","3:42","161","3:57.6","3:58"
"9","4:03.8","37:08","1.00","4:04","66","156","5","4","157","1.56","6","14.0","3:35","167","4:03.8","4:04"
"10","4:26.9","41:35","1.00","4:27","143","156","20","0","150","1.50","44","14.0","3:57","167","4:17","4:17"
"11","4:09.6","45:45","1.00","4:10","112","150","14","10","159","1.51","22","13.0","3:41","165","4:09.6","4:10"
"12","2:07.2","47:52","0.56","3:47","56","61","0","18","161","1.65","2","13.0","3:23","165","2:06","3:45"
"Summary","47:52","47:52","11.56","4:08","124","159","103","101","158","1.53","364","17.4","3:21","174","47:40","4:07"
