"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:51.1","4:51.1","1.00","4:51","127","142","15","7","160","1.29","48","26.0","3:47","173","4:51.1","4:51"
"2","4:22.5","9:13.6","1.00","4:22","143","145","22","0","160","1.42","54","24.0","4:14","165","4:22.5","4:22"
"3","4:11.7","13:25","1.00","4:12","146","152","29","0","160","1.49","52","23.0","3:49","167","4:11","4:11"
"4","4:15.9","17:41","1.00","4:16","137","152","13","0","159","1.47","40","23.0","4:04","169","4:14","4:14"
"5","4:21.5","22:03","1.00","4:22","141","143","9","0","160","1.43","42","23.0","4:10","163","4:21.5","4:22"
"6","4:23.4","26:26","1.00","4:23","143","146","10","0","161","1.41","44","22.0","4:02","165","4:23","4:23"
"7","4:18.1","30:44","1.00","4:18","128","141","1","10","161","1.44","32","25.0","3:58","173","4:18.1","4:18"
"8","4:02.6","34:47","1.00","4:03","136","139","0","9","162","1.53","35","24.0","3:52","165","4:02.6","4:03"
"9","3:57.2","38:44","1.00","3:57","138","142","0","13","162","1.56","34","24.0","3:46","167","3:57","3:57"
"10","3:47.8","42:32","1.00","3:48","136","140","1","33","164","1.61","31","23.0","3:36","170","3:47.8","3:48"
"11","3:46.4","46:18","1.00","3:46","140","144","0","19","163","1.63","32","24.0","3:40","171","3:46","3:46"
"12","3:55.4","50:14","1.00","3:55","143","148","4","15","162","1.57","37","25.0","3:34","170","3:55","3:55"
"13","0:04.4","50:18","0.02","4:10","141","141","0","1","165","1.45","0","26.0","3:49","167","0:04","3:48"
"Summary","50:18","50:18","12.02","4:11","138","152","104","107","161","1.48","481","23.9","3:34","173","50:14","4:11"
