"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:21.7","4:21.7","1.00","4:22","126","134","1","1","161","1.42","36","19.0","3:47","175","4:21","4:21"
"2","4:17.4","8:39.1","1.00","4:17","134","137","5","1","163","1.43","39","13.0","4:10","167","4:17","4:17"
"3","4:15.1","12:54","1.00","4:15","137","139","1","0","161","1.46","37","11.0","4:13","163","4:15","4:15"
"4","4:05.2","16:59","1.00","4:05","138","141","1","2","161","1.52","35","10.0","3:50","163","4:05.2","4:05"
"5","4:08.6","21:08","1.00","4:09","138","143","2","1","159","1.51","34","9.0","4:02","163","4:08","4:08"
"6","4:16.1","25:24","1.00","4:16","139","142","2","0","159","1.48","36","9.0","4:01","163","4:16","4:16"
"7","4:14.4","29:38","1.00","4:14","133","141","2","2","160","1.48","29","11.0","4:05","169","4:14.4","4:14"
"8","4:06.0","33:45","1.00","4:06","141","146","1","1","160","1.52","34","8.0","4:02","165","4:06","4:06"
"9","4:07.2","37:52","1.00","4:07","142","145","4","2","159","1.53","32","8.0","4:01","163","4:07","4:07"
"10","4:03.3","41:55","1.00","4:03","143","147","0","2","159","1.55","35","8.0","3:56","169","4:03","4:03"
"11","4:02.6","45:58","1.00","4:03","144","149","1","2","159","1.55","34","7.0","3:57","165","4:02.6","4:03"
"12","4:02.4","50:00","1.00","4:02","147","150","0","1","159","1.56","37","7.0","3:58","165","4:02","4:02"
"13","0:03.0","50:03","0.01","4:15","147","147","0","0","162","1.46","0","7.0","4:05","163","0:02","2:47"
"Summary","50:03","50:03","12.01","4:10","138","150","21","17","158","1.50","418","10.1","3:47","175","49:59","4:10"
