"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:05.1","4:05.1","1.00","4:05","136","143","1","2","166","1.47","37","17.0","3:49","172","4:05.1","4:05"
"2","3:47.9","7:53.0","1.00","3:48","142","149","6","6","164","1.60","36","13.0","3:25","174","3:47.9","3:48"
"3","3:44.2","11:37","1.00","3:44","155","161","9","5","164","1.64","43","10.0","3:23","167","3:44","3:44"
"4","3:44.5","15:22","1.00","3:45","160","164","8","3","164","1.63","45","8.0","3:34","170","3:44.5","3:45"
"5","3:42.7","19:04","1.00","3:43","163","168","8","6","164","1.65","45","6.0","3:39","167","3:42.7","3:43"
"6","3:41.6","22:46","1.00","3:42","164","168","3","5","163","1.66","45","4.0","3:38","167","3:41","3:41"
"7","3:40.4","26:26","1.00","3:40","166","169","4","5","162","1.68","46","4.0","3:39","167","3:40.4","3:40"
"8","3:33.9","30:00","1.00","3:34","161","168","2","2","162","1.73","41","6.0","3:31","167","3:33","3:33"
"9","3:26.7","33:27","1.00","3:27","159","163","0","4","159","1.82","38","9.0","3:13","167","3:26.7","3:27"
"10","3:28.6","36:56","1.00","3:29","162","166","10","5","163","1.77","40","12.0","3:22","167","3:28.6","3:29"
"11","3:31.5","40:27","1.00","3:31","158","163","0","6","163","1.74","37","12.0","3:20","167","3:31.5","3:31"
"12","3:32.4","44:00","1.00","3:32","162","166","5","4","164","1.72","40","12.0","3:25","170","3:32.4","3:32"
"13","3:34.1","47:34","1.00","3:34","164","167","2","2","166","1.69","42","10.0","3:29","172","3:34","3:34"
"14","0:50.0","48:24","0.25","3:16","165","167","1","0","165","1.85","9","10.0","2:59","169","0:49","3:12"
"Summary","48:24","48:24","13.25","3:39","158","169","61","55","163","1.68","544","9.5","2:59","174","48:21","3:39"
