"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:30.2","3:30.2","1.00","3:30","140","153","2","0","162","1.76","33","11.0","3:17","174","3:30","3:30"
"2","3:34.8","7:05.0","1.00","3:35","153","157","1","0","163","1.71","41","9.0","3:24","167","3:34","3:34"
"3","3:33.9","10:39","1.00","3:34","155","159","3","3","163","1.72","41","8.0","3:29","167","3:33.9","3:34"
"4","3:30.0","14:09","1.00","3:30","157","160","1","0","162","1.76","41","7.0","3:23","167","3:30.0","3:30"
"5","3:29.8","17:39","1.00","3:30","159","162","1","0","162","1.76","41","7.0","3:28","167","3:29.8","3:30"
"6","3:23.7","21:02","1.00","3:24","162","165","0","0","162","1.81","41","6.0","3:18","167","3:23.7","3:24"
"7","3:22.5","24:25","1.00","3:23","164","166","2","2","164","1.81","39","7.0","3:13","167","3:22","3:22"
"8","3:24.5","27:49","1.00","3:25","163","166","0","0","163","1.80","41","7.0","3:19","167","3:24.5","3:25"
"9","3:19.5","31:09","1.00","3:20","163","166","2","3","163","1.85","40","8.0","3:16","167","3:19","3:19"
"10","3:23.9","34:33","1.00","3:24","164","166","2","4","164","1.80","41","9.0","3:14","169","3:23.9","3:24"
"11","3:27.0","38:00","1.00","3:27","163","165","0","1","163","1.78","41","9.0","3:16","165","3:27.0","3:27"
"12","3:24.7","41:25","1.00","3:25","165","167","0","1","165","1.78","41","9.0","3:23","167","3:24.7","3:25"
"13","0:04.6","41:29","0.03","2:51","165","165","0","0","164","2.13","0","10.0","3:20","165","0:04","2:28"
"Summary","41:29","41:29","12.03","3:27","159","167","16","15","163","1.78","481","8.1","3:13","174","41:26","3:27"
