"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:59.0","4:59.0","1.00","4:59","130","144","35","2","157","1.27","41","21.0","4:00","172","4:59.0","4:59"
"2","4:39.1","9:38.1","1.00","4:39","130","141","8","21","144","1.50","38","14.0","3:35","172","4:13","4:13"
"3","4:28.3","14:06","1.00","4:28","137","145","21","6","158","1.42","39","12.0","4:10","166","4:28.3","4:28"
"4","4:08.7","18:15","1.00","4:09","134","145","1","16","158","1.52","33","10.0","3:46","165","4:08","4:08"
"5","4:10.7","22:26","1.00","4:11","136","140","0","5","158","1.52","32","9.0","3:57","165","4:10.7","4:11"
"6","4:27.1","26:53","1.00","4:27","132","139","7","12","158","1.42","30","9.0","3:33","229","4:27","4:27"
"7","4:27.9","31:21","1.00","4:28","139","142","12","0","156","1.44","32","8.0","4:24","161","4:27.9","4:28"
"8","4:18.8","35:40","1.00","4:19","133","137","0","17","158","1.47","28","7.0","4:06","163","4:18.8","4:19"
"9","4:23.0","40:03","1.00","4:23","138","143","1","9","158","1.44","31","7.0","4:05","169","4:23.0","4:23"
"10","4:27.0","44:30","1.00","4:27","143","151","23","2","157","1.43","36","6.0","3:55","165","4:27","4:27"
"11","4:19.1","48:49","1.00","4:19","142","147","13","0","156","1.49","34","5.0","3:48","159","4:19","4:19"
"12","4:11.0","53:00","1.00","4:11","138","142","7","5","155","1.54","25","6.0","3:50","159","4:11.0","4:11"
"13","4:05.5","57:05","1.00","4:06","136","141","0","13","156","1.56","23","6.0","3:45","161","4:05.5","4:06"
"14","4:06.0","1:01:11","1.00","4:06","138","141","0","12","157","1.56","24","5.0","3:49","161","4:06","4:06"
"15","4:13.1","1:05:24","1.00","4:13","134","144","7","13","158","1.50","23","5.0","3:45","172","4:13.1","4:13"
"16","4:12.7","1:09:37","1.00","4:13","142","146","9","0","156","1.52","31","5.0","3:44","159","4:12.7","4:13"
"17","3:55.3","1:13:32","1.00","3:55","138","151","10","18","154","1.66","24","5.0","3:25","165","3:53","3:53"
"18","5:10.4","1:18:43","1.00","5:10","138","151","20","5","130","1.48","33","6.0","3:33","167","4:22","4:22"
"19","3:36.5","1:22:19","0.93","3:52","141","148","0","28","158","1.63","25","5.0","3:27","167","3:35","3:51"
"Summary","1:22:19","1:22:19","18.93","4:21","137","151","173","186","155","1.49","582","8.1","3:25","229","1:21:00","4:17"
