"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:44.3","4:44.3","1.00","4:44","132","145","27","4","161","1.31","43","26.0","4:05","171","4:44.3","4:44"
"2","3:58.5","8:42.8","1.00","3:58","134","142","0","10","160","1.57","37","25.0","3:25","169","3:57","3:57"
"3","3:44.7","12:27","1.00","3:45","138","144","0","19","159","1.67","34","24.0","3:20","167","3:44.7","3:45"
"4","4:02.4","16:30","1.00","4:02","143","147","0","0","156","1.58","41","24.0","3:45","161","4:02.4","4:02"
"5","4:00.9","20:31","1.00","4:01","144","146","1","0","157","1.59","40","25.0","3:46","161","4:00","4:00"
"6","3:56.7","24:27","1.00","3:57","148","152","3","2","157","1.61","42","25.0","3:41","165","3:56.7","3:57"
"7","1:08.4","25:36","0.28","4:04","133","149","2","0","147","1.67","7","26.0","3:43","163","1:07","3:59"
"8","3:58.3","29:34","1.00","3:58","146","150","4","4","159","1.59","38","25.0","3:40","163","3:58.3","3:58"
"9","3:59.9","33:34","1.00","4:00","149","151","2","3","157","1.60","42","24.0","3:33","161","3:59.9","4:00"
"10","3:46.7","37:21","1.00","3:47","152","158","0","1","157","1.68","41","25.0","3:29","161","3:46.7","3:47"
"11","2:17.8","39:39","0.61","3:46","156","160","1","1","159","1.67","27","24.0","3:37","169","2:16","3:43"
"Summary","39:39","39:39","9.89","4:01","143","160","40","46","158","1.58","392","24.8","3:20","171","39:33","4:00"
