"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:45.6","4:45.6","1.00","4:46","129","145","34","3","160","1.32","39","19.0","3:24","172","4:45.6","4:46"
"2","4:13.0","8:58.6","1.00","4:13","133","143","10","22","160","1.48","37","12.0","3:34","165","4:12","4:12"
"3","4:25.9","13:24","1.00","4:26","137","148","19","4","158","1.42","40","9.0","3:59","163","4:25.9","4:26"
"4","3:57.5","17:22","1.00","3:57","131","143","4","31","158","1.60","32","8.0","3:41","170","3:57.5","3:57"
"5","4:01.4","21:23","1.00","4:01","130","136","1","10","158","1.58","28","8.0","3:46","167","4:01","4:01"
"6","4:05.7","25:29","1.00","4:06","134","138","0","1","158","1.55","30","8.0","3:50","161","4:05.7","4:06"
"7","4:17.2","29:46","1.00","4:17","138","148","11","0","158","1.47","33","7.0","3:47","163","4:17","4:17"
"8","4:21.3","34:08","1.00","4:21","141","153","16","0","160","1.44","37","7.0","4:21","165","4:21","4:21"
"9","0:31.9","34:39","0.12","4:33","142","143","1","0","160","1.38","4","6.0","4:33","163","0:31","4:26"
"Summary","34:39","34:39","8.12","4:16","134","153","97","71","159","1.48","280","9.8","3:24","172","34:37","4:16"
