"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:13.5","4:13.5","1.00","4:13","126","134","1","2","161","1.47","34","20.0","3:48","172","4:13.5","4:13"
"2","4:11.6","8:25.1","1.00","4:12","133","138","3","0","160","1.49","37","17.0","4:01","163","4:11.6","4:12"
"3","3:54.5","12:20","1.00","3:54","136","140","1","1","160","1.60","33","16.0","3:51","165","3:54","3:54"
"4","4:12.5","16:32","1.00","4:13","136","139","5","0","160","1.49","35","15.0","4:00","167","4:12.5","4:12"
"5","4:05.7","20:38","1.00","4:06","135","142","9","5","158","1.55","32","15.0","3:51","168","4:05","4:05"
"6","4:10.3","24:48","1.00","4:10","139","142","14","0","159","1.51","32","15.0","3:51","163","4:10","4:10"
"7","4:04.2","28:52","1.00","4:04","145","163","12","0","156","1.57","36","14.0","2:17","189","4:04","4:04"
"8","4:08.7","33:01","1.00","4:09","139","143","8","2","160","1.51","31","13.0","4:01","163","4:08.7","4:09"
"9","4:03.7","37:05","1.00","4:04","138","142","0","10","161","1.53","28","13.0","3:41","165","4:03.7","4:04"
"10","3:59.8","41:05","1.00","4:00","136","141","0","13","158","1.58","26","12.0","3:47","169","3:58","3:58"
"11","4:05.4","45:10","1.00","4:05","135","142","0","8","160","1.53","25","12.0","3:53","163","4:05.4","4:05"
"12","3:57.2","49:07","1.00","3:57","139","143","2","7","159","1.59","25","12.0","3:41","163","3:57","3:57"
"13","4:02.4","53:10","1.00","4:02","139","143","0","2","159","1.56","25","12.0","3:58","163","4:02","4:02"
"14","1:13.8","54:23","0.31","4:00","140","141","1","0","160","1.56","7","12.0","3:51","163","1:13","3:57"
"15","0:02.0","54:25","0.01","3:10","140","141","0","0","161","1.96","0","12.0","3:51","161","0:02.0","3:10"
"Summary","54:25","54:25","13.32","4:05","137","163","57","50","159","1.54","406","14.3","2:17","189","54:20","4:05"
