"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:14.9","4:14.9","1.00","4:15","129","138","3","0","159","1.48","35","19.0","3:57","168","4:14.9","4:15"
"2","4:13.7","8:28.6","1.00","4:14","141","144","0","2","161","1.47","40","16.0","3:50","171","4:13.7","4:14"
"3","4:08.2","12:37","1.00","4:08","143","147","1","0","162","1.49","39","14.0","4:01","167","4:08","4:08"
"4","4:07.0","16:44","1.00","4:07","144","147","1","0","160","1.52","36","13.0","3:59","165","4:07.0","4:07"
"5","4:17.4","21:01","1.00","4:17","142","146","1","0","159","1.46","39","12.0","3:46","165","4:17.4","4:17"
"6","4:16.4","25:18","1.00","4:16","139","145","2","0","160","1.46","34","12.0","4:13","167","4:16","4:16"
"7","4:10.6","29:28","1.00","4:11","144","151","0","0","162","1.48","34","11.0","4:05","167","4:10","4:10"
"8","4:08.6","33:37","1.00","4:09","146","149","0","2","161","1.50","37","10.0","3:48","165","4:08.6","4:09"
"9","3:11.3","36:48","0.71","4:28","146","150","0","0","160","1.39","29","10.0","3:52","165","3:10","4:27"
"Summary","36:48","36:48","8.71","4:13","141","151","8","4","161","1.47","323","13.1","3:46","171","36:45","4:13"
