"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:23.2","4:23.2","1.00","4:23","122","133","2","0","159","1.43","32","20.0","3:57","171","4:23","4:23"
"2","4:23.2","8:46.4","1.00","4:23","134","137","1","1","160","1.42","38","15.0","3:57","167","4:23","4:23"
"3","4:07.5","12:54","1.00","4:07","134","138","2","1","160","1.52","34","14.0","3:51","165","4:07.5","4:07"
"4","4:13.3","17:07","1.00","4:13","136","143","1","0","160","1.48","35","13.0","4:07","169","4:13","4:13"
"5","4:14.2","21:21","1.00","4:14","136","139","1","0","159","1.49","33","13.0","4:09","163","4:14","4:14"
"6","4:11.8","25:33","1.00","4:12","138","141","1","0","159","1.50","32","13.0","4:06","163","4:11.8","4:12"
"7","4:17.7","29:51","1.00","4:18","134","140","0","0","160","1.46","29","14.0","4:09","172","4:17","4:17"
"8","4:06.9","33:58","1.00","4:07","139","143","0","1","161","1.51","31","13.0","3:56","165","4:06.9","4:07"
"9","4:11.1","38:09","1.00","4:11","143","146","0","2","161","1.48","35","13.0","3:56","167","4:11","4:11"
"10","4:04.3","42:13","1.00","4:04","142","146","0","0","160","1.54","34","13.0","3:52","163","4:04","4:04"
"11","3:56.7","46:10","1.00","3:57","141","145","1","2","160","1.58","32","13.0","3:31","165","3:56.7","3:57"
"12","3:57.5","50:07","1.00","3:57","143","147","1","1","159","1.59","33","14.0","3:42","163","3:57","3:57"
"13","0:23.5","50:31","0.10","3:44","145","146","0","0","159","1.68","3","14.0","3:53","161","0:23","3:40"
"Summary","50:31","50:31","12.10","4:10","137","147","11","9","160","1.50","401","14.0","3:31","172","50:28","4:10"
