"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:47.5","4:47.5","1.00","4:48","124","132","3","0","159","1.32","50","30.0","4:17","167","4:47.5","4:48"
"2","4:27.9","9:15.4","1.00","4:28","134","139","2","1","161","1.39","52","27.0","3:57","165","4:27.9","4:28"
"3","4:37.4","13:53","1.00","4:37","138","142","1","1","161","1.35","53","27.0","4:23","168","4:37","4:37"
"4","4:38.2","18:31","1.00","4:38","140","153","10","7","161","1.34","53","27.0","4:01","170","4:38","4:38"
"5","4:29.4","23:00","1.00","4:29","138","143","4","9","161","1.38","48","28.0","4:05","167","4:29.4","4:29"
"6","4:34.8","27:35","1.00","4:35","144","149","10","5","161","1.35","54","28.0","4:16","167","4:34","4:34"
"7","4:50.1","32:25","1.00","4:50","143","153","16","19","161","1.28","55","28.0","4:27","167","4:50.1","4:50"
"8","4:26.6","36:52","1.00","4:27","140","144","1","1","161","1.40","44","27.0","4:02","165","4:25","4:25"
"9","4:36.2","41:28","1.00","4:36","141","146","3","6","160","1.36","44","28.0","4:02","165","4:36","4:36"
"10","4:45.7","46:14","1.00","4:46","137","141","1","2","161","1.30","41","28.0","4:21","165","4:45.7","4:46"
"11","4:46.2","51:00","1.00","4:46","134","140","2","0","161","1.30","36","28.0","4:19","168","4:45","4:45"
"12","4:36.0","55:36","1.00","4:36","139","142","3","1","161","1.35","39","28.0","4:27","165","4:36.0","4:36"
"13","4:30.6","1:00:07","1.00","4:31","140","142","2","3","161","1.38","38","28.0","4:10","167","4:30.6","4:31"
"14","4:19.5","1:04:26","1.00","4:19","141","144","0","2","161","1.44","37","29.0","3:47","165","4:19.5","4:19"
"15","4:34.6","1:09:01","1.00","4:35","132","143","2","1","158","1.38","31","28.0","3:44","168","4:34","4:34"
"16","4:53.8","1:13:55","1.00","4:54","138","152","11","1","160","1.27","40","28.0","4:15","165","4:53","4:53"
"17","4:15.8","1:18:10","1.00","4:16","140","145","3","12","161","1.45","36","28.0","4:03","165","4:15.8","4:16"
"18","4:12.0","1:22:22","0.96","4:23","143","145","0","1","162","1.41","38","28.0","4:13","165","4:12.0","4:23"
"Summary","1:22:22","1:22:22","17.96","4:35","138","153","76","74","161","1.36","789","27.9","3:44","170","1:22:17","4:35"
