"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","0:44.5","0:44.5","0.20","3:38","126","154","4","2","144","1.91","6","25.0","2:52","175","0:44","3:36"
"2","2:26.0","3:10.5","0.31","7:53","132","159","2","2","117","1.08","28","24.0","2:52","157","2:26.0","7:53"
"3","0:41.6","3:52.1","0.21","3:21","128","158","0","0","150","1.99","6","24.0","2:51","173","0:41.6","3:21"
"4","2:32.0","6:24.1","0.44","5:45","140","163","1","2","146","1.19","32","24.0","2:47","163","2:29","5:38"
"5","0:42.6","7:06.6","0.21","3:20","146","166","2","1","153","1.96","9","24.0","3:00","169","0:42","3:18"
"6","2:30.9","9:37.6","0.37","6:43","141","168","0","1","112","1.33","30","23.0","2:57","157","2:10","5:47"
"7","0:41.1","10:19","0.20","3:21","137","164","4","3","122","2.45","6","23.0","2:53","170","0:41","3:21"
"8","2:28.9","12:48","0.37","6:44","141","168","2","3","114","1.30","30","23.0","2:36","235","2:17","6:12"
"9","0:41.1","13:29","0.21","3:16","137","161","2","0","149","2.06","6","24.0","2:39","169","0:41","3:15"
"10","2:31.2","16:00","0.37","6:48","141","167","3","5","110","1.34","29","23.0","2:39","163","2:10","5:50"
"11","0:40.6","16:40","0.21","3:16","139","163","0","0","146","2.09","7","24.0","2:39","173","0:40.6","3:16"
"12","6:00.4","22:41","0.78","7:40","129","169","0","1","110","1.19","52","24.0","2:47","183","4:44","6:03"
"13","0:42.1","23:23","0.21","3:17","131","160","3","1","133","2.29","5","26.0","2:53","172","0:42.1","3:17"
"14","2:28.8","25:52","0.36","6:52","143","165","0","2","133","1.10","28","24.0","2:32","223","2:23","6:35"
"15","0:40.1","26:32","0.20","3:18","142","165","2","0","126","2.40","6","25.0","2:57","172","0:40","3:17"
"16","2:28.1","29:00","0.34","7:19","141","169","0","0","112","1.21","27","24.0","2:56","158","2:20","6:55"
"17","0:40.4","29:40","0.21","3:11","141","166","3","0","155","2.03","6","24.0","2:45","170","0:40.4","3:11"
"18","2:32.2","32:13","0.36","7:00","148","171","1","5","116","1.23","32","24.0","2:48","228","2:25","6:40"
"19","0:39.8","32:52","0.21","3:11","144","169","3","0","144","2.18","6","24.0","2:49","171","0:39.8","3:11"
"20","2:37.4","35:30","0.34","7:43","143","172","0","3","122","1.07","28","24.0","2:44","173","2:29","7:19"
"21","0:40.7","36:10","0.22","3:08","144","169","3","1","141","2.26","7","24.0","2:49","175","0:40.7","3:08"
"22","2:29.3","38:40","0.36","6:56","150","173","0","2","119","1.21","31","24.0","2:48","183","2:15","6:17"
"23","0:39.9","39:20","0.21","3:09","147","168","4","2","135","2.35","7","24.0","2:50","171","0:39.9","3:09"
"24","5:47.1","45:07","0.68","8:31","131","171","2","1","98","1.20","41","25.0","2:46","240","5:34","8:11"
"25","3:10.1","48:17","1.00","3:10","157","171","0","1","169","1.87","42","24.0","2:51","179","3:10","3:10"
"26","3:16.0","51:33","1.00","3:16","171","173","1","0","168","1.82","53","23.0","2:51","173","3:16","3:16"
"27","3:20.5","54:53","1.00","3:20","171","173","3","3","168","1.79","54","23.0","2:56","170","3:20.5","3:20"
"28","0:05.5","54:59","0.03","3:09","171","172","0","0","167","1.90","1","23.0","3:18","168","0:05","2:51"
"Summary","54:59","54:59","10.62","5:11","143","173","46","43","128","1.46","615","23.9","2:32","240","51:47","4:52"
