"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:02.3","4:02.3","1.00","4:02","145","156","1","21","160","1.54","45","17.0","3:23","172","4:02","4:02"
"2","3:59.9","8:02.2","1.00","4:00","148","153","1","1","157","1.60","46","14.0","3:31","169","3:59","3:59"
"3","4:02.1","12:04","1.00","4:02","150","155","0","0","157","1.57","46","12.0","3:50","161","4:02","4:02"
"4","4:02.1","16:06","1.00","4:02","154","175","5","4","159","1.56","47","12.0","3:52","172","4:02","4:02"
"5","3:52.2","19:59","1.00","3:52","154","158","5","5","160","1.62","45","12.0","3:33","167","3:52","3:52"
"6","3:52.5","23:51","1.00","3:53","169","185","0","1","158","1.63","51","11.0","3:34","161","3:52.5","3:53"
"7","3:44.7","27:36","1.00","3:45","178","187","1","2","158","1.68","53","12.0","3:35","161","3:44.7","3:45"
"8","4:09.1","31:45","1.00","4:09","173","184","18","0","159","1.51","55","11.0","3:42","167","4:09","4:09"
"9","0:03.6","31:49","0.02","3:43","173","173","0","0","158","1.70","0","11.0","4:18","158","0:03","3:06"
"Summary","31:49","31:49","8.02","3:58","159","187","31","34","159","1.59","388","12.6","3:23","172","31:46","3:58"
