"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:10.7","4:10.7","1.00","4:11","118","133","1","1","162","1.48","31","25.0","3:21","218","4:10.7","4:11"
"2","3:57.1","8:07.7","1.00","3:57","132","142","3","4","162","1.56","36","22.0","3:51","170","3:57","3:57"
"3","3:58.9","12:07","1.00","3:59","143","147","1","3","160","1.57","42","20.0","3:52","165","3:58.9","3:59"
"4","3:53.7","16:00","1.00","3:54","149","157","1","1","160","1.60","45","20.0","3:55","165","3:53.7","3:54"
"5","0:05.3","16:06","0.02","4:25","143","152","0","0","152","1.49","1","20.0","3:55","221","0:05","4:10"
"6","3:59.6","20:05","1.00","4:00","147","153","2","3","160","1.56","43","21.0","3:33","221","3:59.6","4:00"
"7","4:03.6","24:09","1.00","4:04","158","173","0","0","157","1.57","50","21.0","3:58","161","4:03.6","4:04"
"8","3:54.5","28:03","1.00","3:55","166","174","1","2","159","1.61","52","21.0","3:43","165","3:54.5","3:55"
"9","3:54.0","31:57","1.00","3:54","165","174","2","1","159","1.62","51","21.0","3:48","165","3:54.0","3:54"
"10","0:19.2","32:17","0.03","11:32","158","160","0","0","58","1.50","4","21.0","3:48","169","0:11","6:37"
"Summary","32:17","32:17","8.05","4:01","147","174","13","15","159","1.57","355","21.4","3:21","221","32:08","4:00"
