"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","1:49.7","1:49.7","0.44","4:11","128","139","1","0","157","1.52","14","24.0","3:35","173","1:49","4:09"
"2","1:48.8","3:38.5","0.43","4:11","136","138","1","1","161","1.48","16","20.0","4:01","165","1:48.8","4:11"
"3","8:39.9","12:18","2.36","3:40","145","151","8","8","161","1.70","89","20.0","3:25","167","8:39","3:40"
"4","0:14.1","12:32","0.09","2:35","118","130","2","0","177","2.19","0","17.0","2:12","199","0:14","2:34"
"5","0:41.4","13:14","0.10","6:59","141","147","3","2","118","1.21","5","16.0","2:11","199","0:41.4","6:59"
"6","0:14.2","13:28","0.09","2:34","136","144","1","2","139","2.81","1","16.0","2:16","200","0:14","2:33"
"7","1:58.5","15:27","0.11","17:22","128","157","3","3","61","0.94","13","15.0","2:15","200","1:02","9:05"
"8","0:13.6","15:40","0.10","2:21","126","139","0","0","127","3.35","1","15.0","1:54","205","0:13.6","2:21"
"9","0:22.8","16:03","0.07","5:29","153","156","1","0","147","1.24","4","15.0","2:05","205","0:22.8","5:29"
"Summary","16:03","16:03","3.80","4:14","139","157","21","16","145","1.58","143","19.4","1:54","205","15:05","3:58"
