"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:03.8","4:03.8","1.00","4:04","129","140","1","0","162","1.52","44","30.0","3:47","172","4:03.8","4:04"
"2","3:59.2","8:03.0","1.00","3:59","135","140","4","2","158","1.59","46","29.0","3:45","170","3:59","3:59"
"3","4:02.5","12:05","1.00","4:02","141","144","0","0","160","1.55","46","29.0","3:53","163","4:02","4:02"
"4","4:14.5","16:20","1.00","4:15","142","144","1","0","160","1.47","48","29.0","3:42","165","4:14.5","4:15"
"5","4:14.9","20:35","1.00","4:15","142","147","1","2","160","1.47","47","29.0","3:58","169","4:14.9","4:15"
"6","4:05.9","24:41","1.00","4:06","143","145","0","0","161","1.52","44","28.0","3:57","165","4:05.9","4:06"
"7","4:00.6","28:42","1.00","4:01","143","146","0","1","161","1.55","43","28.0","3:42","169","4:00","4:00"
"8","4:07.9","32:49","1.00","4:08","146","149","1","0","160","1.52","43","29.0","3:43","165","4:07","4:07"
"9","4:15.6","37:05","1.00","4:16","147","151","1","1","163","1.44","46","29.0","3:55","170","4:15.6","4:16"
"10","4:12.2","41:17","1.00","4:12","149","151","2","1","161","1.47","48","29.0","3:26","167","4:12","4:12"
"11","4:07.7","45:25","1.00","4:08","151","155","8","0","159","1.53","53","29.0","4:00","163","4:07.7","4:08"
"12","4:05.6","49:31","1.00","4:06","151","156","7","1","160","1.53","52","29.0","3:41","167","4:05","4:05"
"13","4:22.6","53:53","1.00","4:23","142","157","9","1","162","1.41","42","30.0","4:04","169","4:22","4:22"
"14","4:20.4","58:14","1.00","4:20","144","148","11","4","161","1.43","43","29.0","3:38","167","4:20","4:20"
"15","4:06.5","1:02:20","1.00","4:06","143","145","0","16","158","1.54","35","30.0","3:50","166","4:06.5","4:06"
"16","4:04.9","1:06:25","1.00","4:05","147","153","0","9","162","1.52","41","30.0","2:36","179","4:04.9","4:05"
"17","3:57.7","1:10:23","1.00","3:58","149","153","0","4","162","1.56","45","29.0","3:53","169","3:57.7","3:58"
"18","3:55.4","1:14:18","1.00","3:55","143","152","1","3","159","1.61","35","30.0","3:35","168","3:55.4","3:55"
"19","1:21.3","1:15:39","0.35","3:52","148","150","1","0","160","1.62","14","30.0","3:47","165","1:21","3:51"
"Summary","1:15:39","1:15:39","18.35","4:07","144","157","50","46","160","1.51","815","29.2","2:36","179","1:15:35","4:07"
