"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:14.9","4:14.9","1.00","4:15","127","137","2","7","159","1.48","41","28.0","3:33","173","4:14.9","4:15"
"2","4:00.1","8:15.0","1.00","4:00","132","140","0","5","156","1.60","38","27.0","3:35","167","3:57","3:57"
"3","4:07.2","12:22","1.00","4:07","137","141","0","8","160","1.52","42","25.0","3:46","167","4:07.2","4:07"
"4","3:58.6","16:21","1.00","3:59","141","146","0","0","160","1.58","40","25.0","3:41","165","3:58","3:58"
"5","3:59.4","20:20","1.00","3:59","144","147","2","0","160","1.57","45","26.0","3:52","167","3:59.4","3:59"
"6","4:08.4","24:29","1.00","4:08","141","149","9","0","156","1.55","42","27.0","3:52","166","4:07","4:07"
"7","4:09.7","28:38","1.00","4:10","141","146","4","0","158","1.52","38","27.0","3:49","167","4:08","4:08"
"8","4:07.0","32:45","1.00","4:07","141","149","6","4","161","1.51","37","27.0","3:34","230","4:06","4:06"
"9","0:03.7","32:49","0.02","3:29","147","148","0","0","164","1.74","0","27.0","3:42","165","0:02","1:54"
"Summary","32:49","32:49","8.02","4:06","138","149","23","24","159","1.54","323","26.5","3:33","230","32:40","4:04"
