"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:36.2","4:36.2","1.00","4:36","124","133","4","3","162","1.34","36","21.0","4:33","172","4:36.2","4:36"
"2","4:08.6","8:44.8","1.00","4:09","134","138","4","5","160","1.51","36","15.0","3:36","165","4:08.6","4:09"
"3","4:11.2","12:56","1.00","4:11","136","141","0","2","160","1.50","36","12.0","3:36","167","4:11","4:11"
"4","4:19.3","17:15","1.00","4:19","138","144","18","6","159","1.45","36","10.0","4:16","163","4:19","4:19"
"5","4:13.0","21:28","1.00","4:13","130","141","8","19","157","1.51","30","10.0","3:38","167","4:10","4:10"
"6","4:14.7","25:43","1.00","4:15","138","143","5","1","160","1.47","33","8.0","3:44","163","4:14","4:14"
"7","4:01.9","29:45","1.00","4:02","140","145","8","4","159","1.56","30","7.0","3:59","163","4:01.9","4:02"
"8","4:08.3","33:53","1.00","4:08","141","147","4","4","159","1.52","34","7.0","3:29","163","4:08.3","4:08"
"9","0:02.8","33:56","0.01","4:08","140","140","0","0","159","1.52","0","7.0","4:16","159","0:01","1:28"
"Summary","33:56","33:56","8.01","4:14","135","147","51","44","159","1.48","271","11.4","3:29","172","33:50","4:13"
