"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:22.7","4:22.7","1.00","4:23","127","140","4","3","163","1.40","43","26.0","3:45","174","4:22.7","4:23"
"2","4:05.7","8:28.4","1.00","4:06","138","143","2","4","163","1.50","45","23.0","3:56","167","4:05","4:05"
"3","4:07.5","12:36","1.00","4:08","140","146","3","0","161","1.50","45","22.0","3:52","165","4:07.5","4:08"
"4","3:55.3","16:31","1.00","3:55","139","146","1","5","162","1.57","41","22.0","3:31","169","3:55","3:55"
"5","4:10.0","20:41","1.00","4:10","144","148","8","0","161","1.49","48","23.0","3:34","165","4:10.0","4:10"
"6","4:04.8","24:46","1.00","4:05","138","145","1","1","159","1.55","37","22.0","3:45","170","4:03","4:03"
"7","4:02.2","28:48","1.00","4:02","141","146","2","0","161","1.54","38","22.0","3:43","169","4:02","4:02"
"8","4:04.8","32:53","1.00","4:05","140","153","0","1","161","1.53","38","22.0","3:46","167","4:04.8","4:05"
"9","3:55.8","36:49","1.00","3:56","140","147","0","1","161","1.58","37","23.0","3:42","167","3:55.8","3:56"
"10","3:57.7","40:47","1.00","3:58","142","158","0","3","161","1.56","37","23.0","3:50","169","3:57.7","3:58"
"11","0:36.8","41:23","0.15","3:59","146","147","1","0","163","1.54","6","23.0","3:49","167","0:35","3:48"
"12","0:16.9","41:40","0.10","2:49","146","148","0","0","176","2.02","2","23.0","2:30","183","0:16.9","2:49"
"13","0:37.2","42:17","0.14","4:32","154","158","0","0","161","1.37","6","23.0","2:36","181","0:37.2","4:32"
"14","0:13.1","42:31","0.08","2:35","152","154","1","0","177","2.18","2","23.0","2:25","185","0:13","2:34"
"15","0:39.3","43:10","0.13","4:53","157","161","0","0","161","1.27","8","23.0","2:25","185","0:39","4:50"
"16","0:13.7","43:24","0.09","2:28","153","155","0","0","175","2.31","2","23.0","2:15","185","0:13.7","2:28"
"17","0:45.0","44:09","0.16","4:44","157","163","0","0","160","1.32","9","23.0","2:17","189","0:45","4:44"
"18","0:17.4","44:26","0.11","2:38","150","154","0","0","178","2.13","3","23.0","2:12","189","0:17","2:34"
"19","0:53.3","45:19","0.18","5:03","158","165","0","0","160","1.24","12","22.0","2:20","189","0:53","5:01"
"20","0:19.4","45:39","0.13","2:26","150","156","0","0","180","2.29","3","23.0","2:11","193","0:19.4","2:26"
"21","0:57.8","46:37","0.17","5:31","159","170","0","0","140","1.29","13","22.0","2:15","196","0:57.8","5:31"
"22","0:14.3","46:51","0.09","2:31","147","152","0","0","108","3.66","2","23.0","2:14","196","0:14","2:28"
"23","1:19.3","48:10","0.27","4:59","157","168","1","1","158","1.27","17","23.0","2:10","196","1:19","4:58"
"24","0:20.0","48:30","0.14","2:22","145","152","0","0","183","2.31","2","23.0","2:07","193","0:20.0","2:22"
"25","0:55.7","49:26","0.17","5:21","161","168","1","1","158","1.18","12","23.0","2:13","193","0:55.7","5:21"
"26","0:15.2","49:41","0.10","2:36","153","155","0","0","178","2.17","3","23.0","2:12","193","0:15","2:34"
"27","0:52.9","50:34","0.17","5:04","159","167","0","0","142","1.39","11","23.0","2:18","196","0:52.9","5:04"
"28","0:15.6","50:49","0.10","2:35","150","153","0","0","177","2.18","2","23.0","2:21","190","0:15.6","2:35"
"29","0:42.2","51:32","0.11","6:18","159","163","0","0","119","1.34","9","23.0","2:19","189","0:42","6:16"
"30","0:17.4","51:49","0.11","2:31","148","153","0","0","180","2.20","2","23.0","2:15","193","0:17","2:28"
"31","0:12.3","52:01","0.05","4:20","161","164","0","0","137","1.68","3","23.0","2:17","193","0:12.3","4:20"
"Summary","52:01","52:01","12.77","4:04","142","170","28","20","160","1.53","538","22.8","2:07","196","51:54","4:04"
