"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:38.5","4:38.5","1.00","4:39","127","137","7","7","160","1.35","39","20.0","3:59","175","4:38.5","4:39"
"2","4:25.0","9:03.5","1.00","4:25","134","141","6","1","160","1.42","39","14.0","4:09","165","4:25.0","4:25"
"3","4:24.8","13:28","1.00","4:25","134","142","2","1","158","1.44","35","12.0","3:58","167","4:24","4:24"
"4","4:09.3","17:38","1.00","4:09","139","142","2","4","158","1.52","35","10.0","3:45","167","4:09","4:09"
"5","4:15.9","21:54","1.00","4:16","139","143","4","3","159","1.48","34","9.0","3:55","171","4:15.9","4:16"
"6","4:05.1","25:59","1.00","4:05","143","146","4","1","161","1.52","35","8.0","3:49","167","4:05","4:05"
"7","3:59.7","29:58","1.00","4:00","140","147","5","7","158","1.58","33","8.0","3:30","165","3:59","3:59"
"8","3:56.5","33:55","1.00","3:57","144","151","5","4","160","1.58","35","7.0","3:32","167","3:56","3:56"
"9","0:05.1","34:00","0.02","3:23","150","151","0","0","162","1.83","0","7.0","3:35","163","0:04","2:41"
"Summary","34:00","34:00","8.02","4:14","137","151","35","28","159","1.48","285","11.2","3:30","175","33:56","4:14"
