"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:00.7","4:00.7","1.00","4:01","128","138","1","1","163","1.53","33","20.0","3:46","180","4:00.7","4:01"
"2","3:56.1","7:56.8","1.00","3:56","138","141","5","0","162","1.57","36","15.0","3:50","165","3:56","3:56"
"3","3:54.1","11:51","1.00","3:54","142","146","2","1","162","1.58","36","12.0","3:46","167","3:54","3:54"
"4","3:58.5","15:49","1.00","3:58","143","146","5","0","161","1.56","37","10.0","3:33","170","3:58.5","3:58"
"5","3:57.0","19:46","1.00","3:57","146","152","6","2","161","1.57","39","9.0","2:53","166","3:57.0","3:57"
"6","4:03.5","23:50","1.00","4:03","146","150","15","2","161","1.53","40","9.0","3:45","165","4:03.5","4:03"
"7","4:02.4","27:52","1.00","4:02","148","152","15","0","160","1.54","40","9.0","3:56","163","4:02","4:02"
"8","3:50.2","31:42","1.00","3:50","147","152","2","1","161","1.62","36","9.0","3:38","167","3:50","3:50"
"9","3:56.4","35:39","1.00","3:56","144","146","1","6","161","1.58","34","9.0","3:38","163","3:56.4","3:56"
"10","3:49.6","39:28","1.00","3:50","146","149","2","2","161","1.62","33","8.0","3:37","163","3:49","3:49"
"11","3:46.4","43:15","1.00","3:46","143","149","0","2","159","1.67","30","8.0","3:33","170","3:46.4","3:46"
"12","3:51.8","47:06","1.00","3:52","147","150","1","0","161","1.60","33","7.0","3:35","165","3:51.8","3:52"
"13","3:49.6","50:56","1.00","3:50","148","153","3","12","162","1.62","33","7.0","3:36","167","3:49","3:49"
"14","3:47.0","54:43","1.00","3:47","146","153","7","14","161","1.64","30","6.0","3:31","165","3:47.0","3:47"
"15","3:42.8","58:26","1.00","3:43","144","150","0","13","161","1.67","28","6.0","3:33","165","3:42.8","3:43"
"16","3:45.6","1:02:11","1.00","3:46","148","150","0","2","161","1.65","32","6.0","3:36","167","3:45.6","3:46"
"17","3:55.4","1:06:07","1.00","3:55","147","150","0","1","160","1.60","31","6.0","3:53","163","3:55","3:55"
"18","3:52.4","1:09:59","1.00","3:52","146","149","1","1","161","1.61","29","6.0","3:48","167","3:52","3:52"
"19","3:47.7","1:13:47","1.00","3:48","149","151","0","2","161","1.64","30","7.0","3:38","165","3:47.7","3:48"
"20","3:45.8","1:17:33","1.00","3:46","152","155","0","1","161","1.65","34","6.0","3:40","167","3:45.8","3:46"
"21","0:30.0","1:18:03","0.14","3:41","153","154","0","0","161","1.69","4","6.0","3:43","165","0:29","3:33"
"Summary","1:18:03","1:18:03","20.14","3:53","145","155","67","65","161","1.60","678","8.8","2:53","180","1:17:59","3:52"
