"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:36.5","4:36.5","1.00","4:37","121","133","1","2","156","1.39","44","29.0","3:59","174","4:33","4:33"
"2","4:24.5","9:01.0","1.00","4:24","133","136","1","1","159","1.43","50","28.0","4:01","165","4:24.5","4:25"
"3","4:27.0","13:28","1.00","4:27","124","138","3","1","155","1.45","40","27.0","3:59","168","4:26","4:26"
"4","4:23.7","17:52","1.00","4:24","130","132","1","0","159","1.44","45","28.0","4:14","165","4:23.7","4:24"
"5","4:30.0","22:22","1.00","4:30","131","134","0","1","159","1.40","45","27.0","3:52","165","4:30","4:30"
"6","4:33.5","26:55","1.00","4:34","133","137","3","1","159","1.38","46","26.0","3:49","165","4:33","4:33"
"7","4:23.0","31:18","1.00","4:23","136","142","6","1","153","1.49","43","25.0","3:07","165","4:23.0","4:23"
"8","4:28.6","35:47","1.00","4:29","137","141","10","1","157","1.42","44","25.0","4:08","163","4:28","4:28"
"9","4:39.4","40:26","1.00","4:39","128","137","11","1","159","1.35","38","26.0","4:18","169","4:39","4:39"
"10","4:29.1","44:55","1.00","4:29","133","139","6","6","159","1.40","40","25.0","4:09","165","4:29.1","4:29"
"11","4:09.3","49:05","1.00","4:09","132","135","0","17","160","1.50","36","25.0","4:00","163","4:09","4:09"
"12","4:18.9","53:24","1.00","4:19","136","139","0","6","159","1.45","39","25.0","4:05","163","4:18.9","4:19"
"13","4:13.6","57:37","1.00","4:14","139","142","0","3","160","1.48","39","25.0","3:59","165","4:13.6","4:14"
"14","4:12.4","1:01:50","1.00","4:12","139","144","0","2","156","1.53","38","25.0","3:51","163","4:11","4:11"
"15","0:28.4","1:02:18","0.12","4:04","144","146","1","0","158","1.56","5","25.0","4:10","159","0:28.4","4:04"
"Summary","1:02:18","1:02:18","14.12","4:25","132","146","43","44","158","1.44","592","26.2","3:07","174","1:02:10","4:24"
