"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:23.5","3:23.5","1.00","3:23","154","166","2","1","161","1.83","38","13.0","2:59","173","3:23.5","3:23"
"2","3:28.0","6:51.5","1.00","3:28","165","169","2","1","164","1.76","43","11.0","3:16","167","3:28.0","3:28"
"3","3:32.1","10:24","1.00","3:32","164","168","3","2","163","1.74","44","10.0","3:22","167","3:32","3:32"
"4","3:27.2","13:51","1.00","3:27","164","168","1","0","162","1.79","43","10.0","3:11","167","3:27","3:27"
"5","3:28.0","17:19","1.00","3:28","167","169","0","0","162","1.78","43","10.0","3:19","165","3:28.0","3:28"
"6","3:22.0","20:41","1.00","3:22","167","169","0","0","162","1.83","42","11.0","3:13","165","3:22.0","3:22"
"7","3:24.3","24:05","1.00","3:24","167","170","4","4","162","1.81","42","11.0","3:10","165","3:24","3:24"
"8","3:20.4","27:26","1.00","3:20","166","169","1","2","162","1.84","41","12.0","3:15","165","3:20.4","3:20"
"9","3:20.4","30:46","1.00","3:20","166","168","3","3","162","1.85","41","12.0","3:15","165","3:20","3:20"
"10","3:28.4","34:14","1.00","3:28","167","170","4","5","163","1.76","43","12.0","3:17","167","3:28","3:28"
"11","3:21.9","37:36","1.00","3:22","166","169","0","1","162","1.83","40","13.0","3:06","167","3:21.9","3:22"
"12","3:18.0","40:54","1.00","3:18","167","169","0","1","163","1.86","40","14.0","3:12","167","3:18.0","3:18"
"13","0:03.3","40:57","0.01","4:08","169","169","0","0","163","1.48","0","14.0","3:15","165","0:02","2:30"
"Summary","40:57","40:57","12.01","3:25","165","170","21","20","162","1.81","500","11.6","2:59","173","40:55","3:24"
