"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:59.2","4:59.2","1.00","4:59","131","139","2","6","157","1.27","43","20.0","4:00","170","4:59.2","4:59"
"2","4:29.2","9:28.3","1.00","4:29","138","152","4","1","162","1.38","42","14.0","3:59","167","4:29.2","4:29"
"3","4:10.4","13:39","1.00","4:10","149","156","3","2","161","1.49","45","11.0","3:50","165","4:10","4:10"
"4","4:16.5","17:55","1.00","4:17","153","159","5","2","161","1.45","48","10.0","3:50","167","4:16.5","4:17"
"5","4:09.5","22:05","1.00","4:10","153","161","4","5","161","1.49","46","8.0","3:56","200","4:08","4:08"
"6","4:06.4","26:11","1.00","4:06","164","181","4","2","162","1.51","50","7.0","4:05","170","4:06.4","4:06"
"7","4:12.4","30:24","1.00","4:12","166","175","3","5","161","1.47","52","6.0","3:54","169","4:12","4:12"
"8","4:25.2","34:49","1.00","4:25","162","167","6","5","159","1.42","52","6.0","4:07","167","4:25","4:25"
"9","0:04.8","34:54","0.02","3:59","161","162","0","0","161","1.56","0","6.0","4:39","161","0:04","3:19"
"Summary","34:54","34:54","8.02","4:21","151","181","32","27","160","1.43","378","10.5","3:50","200","34:50","4:21"
