"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:51.7","4:51.7","1.00","4:52","127","143","6","4","161","1.28","40","22.0","4:12","170","4:51.7","4:52"
"2","4:19.2","9:10.9","1.00","4:19","139","146","8","3","161","1.44","42","17.0","4:03","167","4:19.2","4:19"
"3","4:17.9","13:29","1.00","4:18","147","155","5","13","161","1.45","45","16.0","3:49","167","4:17","4:17"
"4","4:06.7","17:35","1.00","4:07","148","158","1","2","161","1.51","43","14.0","3:52","167","4:06.7","4:07"
"5","4:12.5","21:48","1.00","4:13","143","159","1","1","159","1.49","39","13.0","3:50","165","4:12","4:12"
"6","4:15.4","26:03","1.00","4:15","150","156","12","6","161","1.46","44","12.0","3:56","171","4:15.4","4:15"
"7","4:07.2","30:11","1.00","4:07","147","154","1","7","161","1.51","39","11.0","3:55","169","4:07","4:07"
"8","4:13.6","34:24","1.00","4:14","150","161","7","3","160","1.48","42","11.0","4:01","167","4:13.6","4:14"
"9","0:04.5","34:29","0.02","3:22","159","160","0","0","159","1.87","0","11.0","4:03","160","0:03","2:16"
"Summary","34:29","34:29","8.02","4:18","144","161","41","38","160","1.45","334","14.7","3:49","171","34:26","4:17"
