"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:18.7","3:18.7","1.03","3:14","162","170","6","2","162","1.91","39","13.0","2:57","175","3:15","3:10"
"2","3:19.2","6:37.9","1.04","3:11","170","172","2","3","165","1.90","43","11.0","3:11","169","3:19.2","3:11"
"3","3:17.4","9:55.3","1.06","3:06","173","176","6","4","165","1.95","42","10.0","3:00","169","3:17","3:06"
"4","3:14.2","13:09","1.06","3:03","176","178","1","1","165","1.98","42","10.0","3:00","169","3:14","3:03"
"5","3:16.1","16:26","1.06","3:05","177","179","4","4","165","1.97","43","10.0","3:01","169","3:16","3:04"
"6","3:13.9","19:39","1.06","3:02","178","179","2","3","165","2.00","43","10.0","2:52","167","3:13.9","3:02"
"7","3:13.1","22:53","1.06","3:02","179","180","3","3","165","2.00","43","11.0","2:59","167","3:13","3:02"
"8","3:05.2","25:58","1.08","2:52","180","182","5","4","167","2.09","41","11.0","2:23","181","3:05.2","2:52"
"9","0:08.8","26:07","0.02","6:44","180","181","0","0","137","1.09","2","11.0","2:23","184","0:08","6:06"
"Summary","26:07","26:07","8.47","3:05","175","182","29","25","165","1.97","338","10.8","2:23","184","26:01","3:04"
