"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:49.8","3:49.8","1.00","3:50","132","146","0","14","163","1.60","32","22.0","3:39","175","3:49.8","3:50"
"2","0:02.2","3:52.0","0.01","5:29","145","145","0","0","165","1.10","0","20.0","3:40","165","0:01","2:28"
"3","3:40.9","7:32.9","0.99","3:43","153","159","4","5","162","1.66","41","18.0","3:36","167","3:40.9","3:43"
"4","3:47.4","11:20","0.99","3:49","159","162","9","0","161","1.63","46","16.0","3:39","167","3:47.4","3:49"
"5","3:39.2","14:59","1.00","3:39","156","163","5","17","161","1.70","42","14.0","3:25","165","3:39.2","3:39"
"6","0:02.3","15:02","0.01","5:05","153","153","0","0","163","1.21","0","13.0","3:26","163","0:01","2:14"
"7","3:47.7","18:49","0.98","3:52","162","168","19","5","162","1.60","46","13.0","3:26","165","3:47.7","3:52"
"8","3:34.7","22:24","0.99","3:37","160","165","1","10","162","1.71","42","13.0","3:23","167","3:34.7","3:37"
"9","3:42.9","26:07","0.98","3:47","161","164","2","3","160","1.65","43","12.0","3:21","165","3:42","3:46"
"10","3:52.2","29:59","1.00","3:52","162","166","15","0","161","1.61","46","12.0","3:42","165","3:52.2","3:52"
"11","0:07.5","30:07","0.03","4:01","164","164","0","0","165","1.51","1","13.0","3:52","167","0:06","3:12"
"12","0:14.7","30:21","0.03","7:07","164","165","1","0","134","1.05","3","13.0","3:51","167","0:14","6:47"
"Summary","30:21","30:21","8.02","3:47","156","168","56","55","161","1.64","342","15.0","3:21","175","30:16","3:46"
